,ate,se,ci_low,ci_high,z_stat,p_value,n_obs,n_folds,group,n_group
0,0.006077470328361045,0.0012852807981110596,0.0035583199640633677,0.008596620692658721,4.728515618760452,2.2616723063251243e-06,129058,3,High diversity,129058
1,0.0015557544659578638,0.0007626981440661247,6.086610358825941e-05,0.0030506428283274684,2.0398036602839595,0.04136988511901252,146393,3,Low diversity,146393
2,0.0002463479140015588,0.0011613223162161197,-0.0020298438257820356,0.0025225396537851535,0.21212708182877454,0.8320078922026606,112237,3,Medium-High,112237
3,0.00015608552377435495,0.0010204736223435428,-0.0018440427760189892,0.002156213823567699,0.1529540013154879,0.8784345499880752,131138,3,Medium-Low,131138
