,community,size,total_spending,median_spending,mean_claims,median_hcpcs,median_servicing,anomaly_rate
1362,1362,1,20179858.19,20179858.19,126399.0,2.0,1.0,0.0
751,751,1,20178098.0,20178098.0,69552.0,1.0,1.0,0.0
906,906,1,20170944.500000004,20170944.500000004,106954.0,1.0,1.0,0.0
168,168,1,20154215.37,20154215.37,30716.0,2.0,1.0,0.0
2008,2008,1,20143112.38,20143112.38,151950.0,1.0,1.0,0.0
2849,2849,1,20109344.71,20109344.71,367124.0,2.0,1.0,0.0
803,803,1,20095460.58,20095460.58,6215.0,1.0,6.0,0.0
2277,2277,1,20090005.669999998,20090005.669999998,219512.0,1.0,1.0,0.0
2822,2822,1,20082263.11,20082263.11,1920.0,1.0,1.0,0.0
2830,2830,1,20053013.47,20053013.47,33423.0,1.0,0.0,0.0
131,131,1,19977541.28,19977541.28,235073.0,1.0,1.0,0.0
690,690,1,19972416.58,19972416.58,350504.0,2.0,0.0,0.0
2715,2715,1,19972217.0,19972217.0,55985.0,2.0,1.0,0.0
1031,1031,1,19939860.270000003,19939860.270000003,11214.0,1.0,1.0,1.0
1080,1080,1,19935722.490000002,19935722.490000002,250451.0,2.0,1.0,0.0
714,714,1,19909253.169999998,19909253.169999998,7794.0,1.0,1.0,0.0
572,572,1,19883789.72,19883789.72,315245.0,2.0,0.0,0.0
1875,1875,1,19880154.110000003,19880154.110000003,45469.0,1.0,1.0,0.0
480,480,1,19876914.729999997,19876914.729999997,78033.0,1.0,0.0,0.0
1224,1224,1,19870943.330000002,19870943.330000002,261382.0,1.0,1.0,0.0
780,780,1,19868288.52,19868288.52,33784.0,2.0,34.0,0.0
1430,1430,1,19859078.63,19859078.63,57578.0,1.0,1.0,0.0
605,605,1,19849916.28,19849916.28,155335.0,1.0,1.0,0.0
2805,2805,1,19838234.63,19838234.63,94278.0,1.0,1.0,0.0
302,302,1,19837619.049999997,19837619.049999997,190408.0,2.0,1.0,0.0
489,489,1,19834679.770000003,19834679.770000003,311753.0,2.0,0.0,0.0
1190,1190,1,19800654.169999998,19800654.169999998,127378.0,1.0,1.0,0.0
401,401,1,19791676.59,19791676.59,277248.0,2.0,0.0,0.0
981,981,1,19771858.400000002,19771858.400000002,13357.0,1.0,1.0,0.0
2226,2226,1,19767251.07,19767251.07,245208.0,1.0,1.0,0.0
2308,2308,1,19748874.75,19748874.75,95770.0,1.0,2.0,0.0
2141,2141,1,19737414.14,19737414.14,276746.0,2.0,1.0,0.0
1382,1382,1,19729056.82,19729056.82,248776.0,2.0,1.0,0.0
2272,2272,1,19728318.36,19728318.36,1526.0,1.0,1.0,1.0
1209,1209,1,19712896.2,19712896.2,102246.0,1.0,1.0,0.0
1300,1300,1,19706144.03,19706144.03,279444.0,1.0,1.0,0.0
2480,2480,1,19657953.270000003,19657953.270000003,414596.0,1.0,0.0,0.0
2153,2153,1,19611671.69,19611671.69,58839.0,2.0,1.0,0.0
2537,2537,1,19592503.93,19592503.93,13387.0,2.0,1.0,0.0
1216,1216,1,19579295.2,19579295.2,67974.0,2.0,1.0,0.0
2606,2606,1,19572917.02,19572917.02,241518.0,1.0,1.0,0.0
2546,2546,1,19558002.59,19558002.59,273096.0,1.0,1.0,0.0
1345,1345,1,19554452.839999996,19554452.839999996,23469.0,2.0,1.0,0.0
1092,1092,1,19540340.580000002,19540340.580000002,298410.0,2.0,1.0,0.0
188,188,1,19500878.799999997,19500878.799999997,17085.0,1.0,1.0,0.0
638,638,1,19498174.7,19498174.7,184654.0,1.0,1.0,0.0
1714,1714,1,19424254.0,19424254.0,35641.0,1.0,1.0,0.0
689,689,1,19419015.939999998,19419015.939999998,34345.0,1.0,1.0,0.0
519,519,1,19412199.259999998,19412199.259999998,138631.0,1.0,1.0,0.0
98,98,1,19404922.22,19404922.22,248180.0,1.0,1.0,0.0
1889,1889,1,19403717.299999997,19403717.299999997,12492.0,1.0,1.0,0.0
218,218,1,19372954.64,19372954.64,283915.0,2.0,1.0,0.0
2186,2186,1,19363176.22,19363176.22,230645.0,2.0,2.0,0.0
2736,2736,1,19347774.190000005,19347774.190000005,18225.0,1.0,1.0,0.0
1037,1037,1,19346098.63,19346098.63,85104.0,1.0,1.0,0.0
1014,1014,1,19345953.69,19345953.69,265868.0,1.0,1.0,0.0
1018,1018,1,19315474.36,19315474.36,270125.0,2.0,1.0,0.0
388,388,1,19312733.879999995,19312733.879999995,421128.0,2.0,0.0,0.0
1620,1620,1,19299954.5,19299954.5,119038.0,1.0,1.0,0.0
2420,2420,1,19295953.44,19295953.44,35185.0,2.0,1.0,0.0
2079,2079,1,19295652.45,19295652.45,306508.0,2.0,1.0,0.0
1132,1132,1,19291552.18,19291552.18,50794.0,1.0,1.0,0.0
2311,2311,1,19262334.78,19262334.78,124231.0,1.0,2.0,0.0
1899,1899,1,19248712.360000003,19248712.360000003,240710.0,1.0,1.0,0.0
2024,2024,1,19242107.52,19242107.52,121454.0,1.0,1.0,0.0
1225,1225,1,19228658.19,19228658.19,135445.0,1.0,1.0,0.0
913,913,1,19221760.73,19221760.73,18444.0,2.0,8.0,1.0
2063,2063,1,19221189.31,19221189.31,229257.0,1.0,1.0,0.0
930,930,1,19213655.24,19213655.24,220077.0,2.0,1.0,0.0
985,985,1,19207467.95,19207467.95,49557.0,2.0,1.0,0.0
1390,1390,1,19200087.130000003,19200087.130000003,11709.0,2.0,1.0,0.0
178,178,1,19188177.65,19188177.65,100313.0,2.0,1.0,0.0
24,24,1,19187222.560000002,19187222.560000002,8000.0,1.0,1.0,0.0
892,892,1,19157409.6,19157409.6,559631.0,3.0,1.0,0.0
2360,2360,1,19144848.290000003,19144848.290000003,138624.0,1.0,1.0,0.0
1797,1797,1,19131493.509999998,19131493.509999998,44172.0,2.0,1.0,0.0
1045,1045,1,19126292.870000005,19126292.870000005,254335.0,1.0,1.0,0.0
2615,2615,1,19105731.24,19105731.24,139515.0,1.0,1.0,0.0
2394,2394,1,19050154.47,19050154.47,9634.0,2.0,1.0,0.0
1566,1566,1,19041166.89,19041166.89,55635.0,1.0,1.0,0.0
1968,1968,1,19031238.47,19031238.47,1858.0,1.0,1.0,1.0
1318,1318,1,19016787.0,19016787.0,153051.0,1.0,1.0,0.0
1513,1513,1,19007017.51,19007017.51,305503.0,1.0,4.0,0.0
1668,1668,1,18997664.32,18997664.32,282188.0,2.0,1.0,0.0
555,555,1,18992848.049999997,18992848.049999997,55905.0,2.0,1.0,0.0
1662,1662,1,18985626.77,18985626.77,94376.0,2.0,2.0,0.0
2796,2796,1,18980874.07,18980874.07,5050.0,1.0,1.0,0.0
506,506,1,18977359.880000003,18977359.880000003,38216.0,2.0,0.0,0.0
418,418,1,18958438.16,18958438.16,170449.0,1.0,3.0,0.0
983,983,1,18926208.27,18926208.27,103773.0,2.0,2.0,0.0
970,970,1,18917941.45,18917941.45,26741.0,1.0,1.0,0.0
1746,1746,1,18908649.03,18908649.03,232520.0,1.0,1.0,0.0
1402,1402,1,18878777.21,18878777.21,153733.0,1.0,0.0,0.0
1996,1996,1,18858012.93,18858012.93,152044.0,2.0,1.0,0.0
2770,2770,1,18855943.71,18855943.71,269917.0,1.0,1.0,0.0
2401,2401,1,18851562.56,18851562.56,4034.0,2.0,1.0,0.0
1770,1770,1,18846896.61,18846896.61,19287.0,1.0,1.0,0.0
2397,2397,1,18836833.83,18836833.83,229889.0,2.0,1.0,0.0
59,59,1,18818389.79,18818389.79,12323.0,1.0,1.0,0.0
607,607,1,18816524.61,18816524.61,96034.0,1.0,1.0,0.0
455,455,1,18803362.019999996,18803362.019999996,258510.0,2.0,3.0,0.0
2862,2862,1,18787720.700000003,18787720.700000003,97016.0,1.0,1.0,0.0
361,361,1,18775763.939999998,18775763.939999998,411648.0,2.0,1.0,0.0
1269,1269,1,18775501.87,18775501.87,119575.0,1.0,1.0,0.0
1313,1313,1,18756423.229999997,18756423.229999997,3496.0,1.0,1.0,0.0
2749,2749,1,18722901.78,18722901.78,103927.0,2.0,1.0,0.0
1385,1385,1,18688502.29,18688502.29,11287.0,2.0,1.0,0.0
815,815,1,18685723.37,18685723.37,49252.0,2.0,1.0,0.0
170,170,1,18657025.989999995,18657025.989999995,378422.0,2.0,1.0,0.0
2296,2296,1,18649397.520000003,18649397.520000003,42185.0,2.0,1.0,0.0
1948,1948,1,18625956.53,18625956.53,243283.0,1.0,1.0,0.0
111,111,1,18617342.47,18617342.47,253482.0,1.0,1.0,0.0
548,548,1,18606973.96,18606973.96,264111.0,2.0,1.0,0.0
2300,2300,1,18604436.110000003,18604436.110000003,22626.0,1.0,3.0,0.0
1154,1154,1,18596428.9,18596428.9,265291.0,1.0,0.0,0.0
2407,2407,1,18565049.71,18565049.71,145371.0,1.0,1.0,0.0
205,205,1,18557074.05,18557074.05,54820.0,2.0,1.0,0.0
166,166,1,18554209.51,18554209.51,37248.0,1.0,1.0,0.0
992,992,1,18551269.159999996,18551269.159999996,350050.0,2.0,0.0,0.0
1703,1703,1,18547681.72,18547681.72,195954.0,1.0,1.0,0.0
1084,1084,1,18538810.52,18538810.52,43638.0,1.0,1.0,0.0
2869,2869,1,18531159.85,18531159.85,235064.0,1.0,1.0,0.0
2609,2609,1,18528382.65,18528382.65,257385.0,2.0,1.0,0.0
2203,2203,1,18527447.0,18527447.0,344312.0,1.0,1.0,0.0
2295,2295,1,18525196.139999997,18525196.139999997,2077.0,1.0,1.0,0.0
2716,2716,1,18517511.21,18517511.21,6079.0,1.0,1.0,0.0
2706,2706,1,18512233.55,18512233.55,137301.0,2.0,1.0,0.0
2473,2473,1,18483142.38,18483142.38,254307.0,2.0,1.0,0.0
2879,2879,1,18473942.130000003,18473942.130000003,104974.0,1.0,1.0,0.0
1606,1606,1,18466108.130000003,18466108.130000003,38104.0,2.0,2.0,0.0
2170,2170,1,18456905.36,18456905.36,11509.0,2.0,1.0,1.0
1255,1255,1,18451677.16,18451677.16,116206.0,1.0,1.0,0.0
307,307,1,18439729.66,18439729.66,48381.0,2.0,2.0,0.0
272,272,1,18424397.71,18424397.71,15776.0,2.0,1.0,0.0
702,702,1,18422864.4,18422864.4,219403.0,2.0,1.0,0.0
2718,2718,1,18406744.4,18406744.4,175904.0,2.0,1.0,0.0
1005,1005,1,18403052.58,18403052.58,40601.0,1.0,1.0,0.0
1747,1747,1,18386957.240000002,18386957.240000002,251737.0,2.0,1.0,0.0
2652,2652,1,18368003.67,18368003.67,44082.0,2.0,1.0,0.0
2006,2006,1,18362698.03,18362698.03,101881.0,2.0,1.0,0.0
2568,2568,1,18330788.35,18330788.35,23529.0,2.0,1.0,0.0
90,90,1,18313922.080000002,18313922.080000002,89303.0,1.0,1.0,0.0
238,238,1,18310523.939999998,18310523.939999998,221208.0,1.0,1.0,0.0
731,731,1,18291354.22,18291354.22,257825.0,1.0,1.0,0.0
2357,2357,1,18282268.7,18282268.7,11222.0,1.0,1.0,0.0
2624,2624,1,18268298.41,18268298.41,11839.0,1.0,1.0,0.0
1818,1818,1,18255009.15,18255009.15,34509.0,2.0,0.0,0.0
20,20,1,18252774.98,18252774.98,241593.0,2.0,4.0,0.0
1924,1924,1,18231849.13,18231849.13,315328.0,1.0,0.0,0.0
2783,2783,1,18230875.659999996,18230875.659999996,71429.0,2.0,1.0,0.0
51,51,1,18218597.79,18218597.79,210136.0,2.0,1.0,0.0
292,292,1,18198327.89,18198327.89,503788.0,1.0,4.0,0.0
34,34,1,18188496.96,18188496.96,81259.0,1.0,3.0,0.0
1468,1468,1,18173917.400000002,18173917.400000002,183935.0,1.0,1.0,0.0
2866,2866,1,18142811.099999998,18142811.099999998,54583.0,1.0,1.0,0.0
1805,1805,1,18142711.47,18142711.47,153527.0,1.0,1.0,0.0
159,159,1,18122854.55,18122854.55,222957.0,1.0,1.0,0.0
1842,1842,1,18100149.16,18100149.16,198586.0,2.0,1.0,0.0
2016,2016,1,18091249.99,18091249.99,40347.0,2.0,1.0,0.0
310,310,1,18056987.14,18056987.14,94090.0,1.0,1.0,0.0
1030,1030,1,18053406.069999997,18053406.069999997,31380.0,1.0,1.0,0.0
987,987,1,18049995.78,18049995.78,191214.0,2.0,1.0,0.0
2382,2382,1,18020497.57,18020497.57,255138.0,2.0,1.0,0.0
2415,2415,1,18008231.56,18008231.56,125783.0,2.0,1.0,0.0
271,271,1,18000278.929999996,18000278.929999996,128988.0,1.0,1.0,0.0
1526,1526,1,18000012.36,18000012.36,195877.0,1.0,1.0,0.0
2136,2136,1,17985391.68,17985391.68,252244.0,2.0,1.0,0.0
2440,2440,1,17970121.54,17970121.54,48023.0,2.0,0.0,0.0
1384,1384,1,17940826.8,17940826.8,314549.0,2.0,0.0,0.0
1813,1813,1,17930116.999999996,17930116.999999996,181085.0,2.0,1.0,0.0
1856,1856,1,17912402.78,17912402.78,4655.0,3.0,1.0,1.0
2202,2202,1,17911297.17,17911297.17,12218.0,1.0,1.0,0.0
398,398,1,17892265.0,17892265.0,199673.0,2.0,1.0,0.0
559,559,1,17891937.37,17891937.37,263002.0,2.0,1.0,0.0
2565,2565,1,17878236.189999998,17878236.189999998,111509.0,2.0,1.0,0.0
705,705,1,17877513.58,17877513.58,25818.0,2.0,1.0,0.0
443,443,1,17856784.25,17856784.25,44649.0,1.0,1.0,0.0
1548,1548,1,17848927.15,17848927.15,249539.0,1.0,1.0,0.0
961,961,1,17844319.89,17844319.89,285082.0,2.0,1.0,0.0
514,514,1,17836425.349999998,17836425.349999998,282821.0,1.0,0.0,0.0
2648,2648,1,17821292.47,17821292.47,201705.0,2.0,3.0,0.0
512,512,1,17815935.39,17815935.39,316289.0,2.0,1.0,0.0
1445,1445,1,17800642.71,17800642.71,157343.0,2.0,1.0,0.0
1971,1971,1,17780604.29,17780604.29,146047.0,2.0,1.0,0.0
1453,1453,1,17772869.67,17772869.67,62073.0,2.0,2.0,0.0
2856,2856,1,17767136.27,17767136.27,30551.0,1.0,35.0,0.0
2515,2515,1,17757374.32,17757374.32,70509.0,2.0,1.0,0.0
1500,1500,1,17750270.85,17750270.85,133651.0,2.0,1.0,0.0
2707,2707,1,17749024.63,17749024.63,93181.0,2.0,1.0,0.0
1514,1514,1,17746056.66,17746056.66,31919.0,2.0,1.0,0.0
2725,2725,1,17734806.95,17734806.95,247397.0,2.0,1.0,0.0
2535,2535,1,17727478.409999996,17727478.409999996,218355.0,1.0,1.0,0.0
2448,2448,1,17713747.740000002,17713747.740000002,268755.0,2.0,1.0,0.0
933,933,1,17711436.72,17711436.72,215862.0,1.0,1.0,0.0
1232,1232,1,17708162.88,17708162.88,43142.0,1.0,1.0,0.0
2121,2121,1,17707724.64,17707724.64,221222.0,1.0,1.0,0.0
1574,1574,1,17685989.720000003,17685989.720000003,42496.0,1.0,1.0,0.0
2165,2165,1,17668194.16,17668194.16,115364.0,2.0,1.0,0.0
2197,2197,1,17666019.919999998,17666019.919999998,22643.0,1.0,1.0,0.0
1923,1923,1,17642849.939999998,17642849.939999998,43574.0,2.0,1.0,0.0
2315,2315,1,17640184.79,17640184.79,229507.0,2.0,1.0,0.0
1047,1047,1,17610128.5,17610128.5,15465.0,1.0,1.0,0.0
1697,1697,1,17605513.84,17605513.84,222341.0,2.0,7.0,0.0
1596,1596,1,17601680.02,17601680.02,8007.0,1.0,1.0,0.0
786,786,1,17596241.73,17596241.73,149579.0,2.0,1.0,0.0
990,990,1,17569518.42,17569518.42,220452.0,2.0,1.0,0.0
959,959,1,17555836.169999998,17555836.169999998,118537.0,1.0,1.0,0.0
1754,1754,1,17553408.5,17553408.5,3247.0,1.0,1.0,0.0
874,874,1,17528173.52,17528173.52,107804.0,2.0,1.0,0.0
1756,1756,1,17523815.42,17523815.42,82432.0,2.0,1.0,0.0
2234,2234,1,17519912.66,17519912.66,74251.0,1.0,2.0,0.0
1004,1004,1,17518611.05,17518611.05,314544.0,1.0,2.0,0.0
1160,1160,1,17506115.340000004,17506115.340000004,216608.0,1.0,1.0,0.0
2449,2449,1,17496003.01,17496003.01,38837.0,1.0,0.0,0.0
515,515,1,17482915.8,17482915.8,254803.0,2.0,1.0,0.0
1426,1426,1,17476718.599999998,17476718.599999998,234661.0,2.0,1.0,0.0
1949,1949,1,17476040.65,17476040.65,102789.0,1.0,1.0,0.0
2241,2241,1,17474075.360000003,17474075.360000003,338518.0,1.0,1.0,0.0
787,787,1,17469615.650000002,17469615.650000002,243508.0,1.0,0.0,0.0
2419,2419,1,17461000.519999996,17461000.519999996,152322.0,1.0,1.0,0.0
1343,1343,1,17438753.61,17438753.61,129281.0,1.0,1.0,0.0
760,760,1,17434405.53,17434405.53,5906.0,1.0,1.0,0.0
1150,1150,1,17425277.06,17425277.06,100482.0,2.0,1.0,0.0
1498,1498,1,17421273.5,17421273.5,214607.0,2.0,1.0,0.0
108,108,1,17408207.529999997,17408207.529999997,102281.0,1.0,1.0,0.0
247,247,1,17374564.8,17374564.8,249111.0,1.0,2.0,0.0
581,581,1,17370324.49,17370324.49,566962.0,2.0,12.0,0.0
2742,2742,1,17357461.869999997,17357461.869999997,10969.0,2.0,1.0,0.0
740,740,1,17346655.91,17346655.91,60108.0,2.0,1.0,0.0
1870,1870,1,17319228.560000002,17319228.560000002,95808.0,1.0,1.0,0.0
2181,2181,1,17319011.85,17319011.85,71033.0,1.0,1.0,0.0
1905,1905,1,17303138.41,17303138.41,46765.0,1.0,1.0,0.0
2398,2398,1,17293302.14,17293302.14,45961.0,2.0,1.0,0.0
2551,2551,1,17292397.150000002,17292397.150000002,42646.0,1.0,1.0,0.0
2289,2289,1,17281480.41,17281480.41,241151.0,2.0,1.0,0.0
1187,1187,1,17275749.58,17275749.58,5816.0,2.0,1.0,0.0
1836,1836,1,17270351.540000003,17270351.540000003,116675.0,1.0,1.0,0.0
1431,1431,1,17258525.45,17258525.45,57551.0,2.0,1.0,0.0
1627,1627,1,17257735.490000002,17257735.490000002,36377.0,2.0,1.0,0.0
2574,2574,1,17244789.18,17244789.18,249573.0,2.0,1.0,0.0
1762,1762,1,17244032.709999997,17244032.709999997,125825.0,2.0,1.0,0.0
499,499,1,17230869.169999998,17230869.169999998,2109.0,1.0,1.0,0.0
230,230,1,17217852.82,17217852.82,90797.0,2.0,1.0,0.0
552,552,1,17195474.009999998,17195474.009999998,6905.0,2.0,1.0,0.0
183,183,1,17194152.950000003,17194152.950000003,197209.0,1.0,1.0,0.0
1928,1928,1,17190643.3,17190643.3,35113.0,2.0,1.0,0.0
1638,1638,1,17186597.13,17186597.13,325103.0,1.0,1.0,0.0
1020,1020,1,17184666.240000002,17184666.240000002,150507.0,2.0,1.0,0.0
1936,1936,1,17152737.58,17152737.58,240083.0,1.0,1.0,0.0
2598,2598,1,17151989.449999996,17151989.449999996,89951.0,1.0,1.0,0.0
2772,2772,1,17117805.54,17117805.54,210559.0,1.0,1.0,0.0
2723,2723,1,17114243.369999997,17114243.369999997,38340.0,1.0,1.0,0.0
416,416,1,17112147.490000002,17112147.490000002,99399.0,2.0,1.0,0.0
1248,1248,1,17105973.650000002,17105973.650000002,130385.0,1.0,1.0,0.0
470,470,1,17104773.849999998,17104773.849999998,10481.0,2.0,1.0,0.0
758,758,1,17093662.71,17093662.71,243137.0,2.0,1.0,0.0
2561,2561,1,17089735.19,17089735.19,13418.0,2.0,1.0,0.0
47,47,1,17088372.650000002,17088372.650000002,16943.0,2.0,1.0,0.0
318,318,1,17082111.21,17082111.21,266772.0,2.0,1.0,0.0
601,601,1,17079292.49,17079292.49,246540.0,2.0,1.0,0.0
938,938,1,17077475.59,17077475.59,109268.0,1.0,1.0,0.0
1817,1817,1,17064303.0,17064303.0,105812.0,1.0,3.0,0.0
563,563,1,17031194.02,17031194.02,102878.0,2.0,1.0,0.0
2522,2522,1,17028463.7,17028463.7,126635.0,2.0,1.0,0.0
2513,2513,1,17013805.14,17013805.14,3647.0,1.0,1.0,0.0
1334,1334,1,17012046.799999997,17012046.799999997,210527.0,2.0,1.0,0.0
182,182,1,16997712.15,16997712.15,66420.0,2.0,1.0,0.0
1724,1724,1,16970820.55,16970820.55,48995.0,2.0,1.0,0.0
2587,2587,1,16951146.42,16951146.42,319305.0,2.0,1.0,0.0
392,392,1,16945817.02,16945817.02,211195.0,1.0,1.0,0.0
2245,2245,1,16943774.93,16943774.93,223481.0,2.0,1.0,0.0
1042,1042,1,16937634.5,16937634.5,2848.0,1.0,1.0,0.0
2122,2122,1,16929546.74,16929546.74,72100.0,1.0,1.0,0.0
2744,2744,1,16921563.619999997,16921563.619999997,93586.0,2.0,1.0,0.0
988,988,1,16921341.270000003,16921341.270000003,9102.0,1.0,1.0,0.0
2374,2374,1,16920035.71,16920035.71,14863.0,1.0,1.0,0.0
1725,1725,1,16917966.31,16917966.31,123115.0,2.0,1.0,0.0
1110,1110,1,16916428.240000002,16916428.240000002,5403.0,1.0,0.0,0.0
203,203,1,16909305.84,16909305.84,220830.0,2.0,1.0,0.0
1831,1831,1,16908768.810000002,16908768.810000002,39614.0,2.0,1.0,0.0
1306,1306,1,16907404.87,16907404.87,321805.0,2.0,2.0,0.0
482,482,1,16905997.189999998,16905997.189999998,23776.0,2.0,0.0,0.0
1068,1068,1,16901442.45,16901442.45,5644.0,1.0,4.0,0.0
76,76,1,16883575.24,16883575.24,59521.0,1.0,1.0,0.0
340,340,1,16877349.419999998,16877349.419999998,298086.0,2.0,1.0,0.0
1709,1709,1,16870912.57,16870912.57,24903.0,2.0,1.0,0.0
1314,1314,1,16851406.73,16851406.73,10828.0,2.0,1.0,0.0
549,549,1,16845215.23,16845215.23,251913.0,1.0,1.0,0.0
2098,2098,1,16825540.95,16825540.95,7770.0,2.0,1.0,0.0
83,83,1,16824432.26,16824432.26,29369.0,2.0,0.0,0.0
920,920,1,16823152.16,16823152.16,178504.0,3.0,1.0,0.0
381,381,1,16821720.18,16821720.18,139222.0,2.0,0.0,0.0
2745,2745,1,16802386.69,16802386.69,34250.0,1.0,0.0,0.0
1885,1885,1,16787225.25,16787225.25,205889.0,1.0,1.0,0.0
1185,1185,1,16779274.37,16779274.37,116627.0,1.0,1.0,0.0
736,736,1,16768960.490000002,16768960.490000002,45466.0,2.0,1.0,0.0
412,412,1,16757511.810000002,16757511.810000002,39609.0,2.0,1.0,0.0
833,833,1,16741142.040000001,16741142.040000001,163229.0,2.0,2.0,0.0
219,219,1,16735987.149999999,16735987.149999999,99142.0,2.0,1.0,0.0
1389,1389,1,16716549.48,16716549.48,104573.0,1.0,1.0,0.0
2020,2020,1,16712302.779999997,16712302.779999997,18955.0,1.0,1.0,0.0
1738,1738,1,16696435.8,16696435.8,242762.0,2.0,1.0,0.0
1823,1823,1,16696252.059999999,16696252.059999999,93997.0,1.0,1.0,0.0
1310,1310,1,16688423.780000001,16688423.780000001,15010.0,2.0,1.0,1.0
860,860,1,16687893.870000001,16687893.870000001,201678.0,1.0,1.0,0.0
1652,1652,1,16673879.74,16673879.74,217100.0,2.0,1.0,0.0
2843,2843,1,16671848.950000001,16671848.950000001,6944.0,3.0,2.0,0.0
804,804,1,16643556.25,16643556.25,9373.0,1.0,1.0,0.0
1993,1993,1,16626916.190000001,16626916.190000001,311500.0,2.0,1.0,0.0
2178,2178,1,16618386.48,16618386.48,125052.0,2.0,1.0,0.0
853,853,1,16612637.669999998,16612637.669999998,227845.0,1.0,1.0,0.0
795,795,1,16612259.379999999,16612259.379999999,87579.0,1.0,1.0,0.0
656,656,1,16611634.64,16611634.64,233337.0,1.0,1.0,0.0
1163,1163,1,16604614.579999998,16604614.579999998,205773.0,1.0,1.0,0.0
2380,2380,1,16596996.579999998,16596996.579999998,20679.0,2.0,1.0,0.0
1086,1086,1,16593914.45,16593914.45,247539.0,2.0,0.0,0.0
2083,2083,1,16586941.0,16586941.0,63227.0,1.0,1.0,0.0
916,916,1,16571716.74,16571716.74,120088.0,1.0,1.0,0.0
2684,2684,1,16563610.530000001,16563610.530000001,54553.0,2.0,1.0,0.0
966,966,1,16562581.87,16562581.87,72686.0,2.0,1.0,0.0
1219,1219,1,16554442.61,16554442.61,229996.0,2.0,1.0,0.0
2649,2649,1,16537444.31,16537444.31,284590.0,2.0,1.0,0.0
1024,1024,1,16530596.610000001,16530596.610000001,211894.0,2.0,1.0,0.0
571,571,1,16519459.91,16519459.91,336202.0,2.0,1.0,0.0
16,16,1,16517913.69,16517913.69,110442.0,2.0,1.0,0.0
1128,1128,1,16517816.57,16517816.57,87458.0,1.0,1.0,0.0
1904,1904,1,16510614.930000002,16510614.930000002,297935.0,2.0,3.0,0.0
1336,1336,1,16510227.59,16510227.59,252172.0,2.0,1.0,0.0
1966,1966,1,16508932.120000001,16508932.120000001,178718.0,1.0,1.0,0.0
293,293,1,16477624.700000003,16477624.700000003,144955.0,2.0,1.0,0.0
789,789,1,16470855.619999997,16470855.619999997,89322.0,2.0,1.0,0.0
1536,1536,1,16468601.290000001,16468601.290000001,232457.0,2.0,2.0,0.0
2173,2173,1,16464967.379999999,16464967.379999999,47412.0,2.0,1.0,0.0
1376,1376,1,16445493.0,16445493.0,457786.0,1.0,1.0,0.0
846,846,1,16443750.150000002,16443750.150000002,25649.0,2.0,1.0,0.0
1565,1565,1,16433510.170000002,16433510.170000002,148496.0,1.0,1.0,0.0
2414,2414,1,16430000.759999998,16430000.759999998,81475.0,1.0,1.0,0.0
1994,1994,1,16418208.739999998,16418208.739999998,160137.0,1.0,1.0,0.0
446,446,1,16413121.469999999,16413121.469999999,32848.0,1.0,1.0,0.0
2807,2807,1,16411459.319999998,16411459.319999998,228247.0,2.0,1.0,0.0
2139,2139,1,16405658.09,16405658.09,186478.0,1.0,1.0,0.0
1767,1767,1,16393923.24,16393923.24,234183.0,2.0,3.0,0.0
1278,1278,1,16390851.210000003,16390851.210000003,114046.0,1.0,0.0,0.0
143,143,1,16384187.379999999,16384187.379999999,125892.0,2.0,1.0,0.0
473,473,1,16372168.76,16372168.76,7135.0,2.0,1.0,0.0
79,79,1,16360577.02,16360577.02,34107.0,2.0,1.0,0.0
1381,1381,1,16335869.280000001,16335869.280000001,85629.0,2.0,2.0,0.0
1827,1827,1,16335474.39,16335474.39,27200.0,1.0,1.0,0.0
1954,1954,1,16316203.850000001,16316203.850000001,63945.0,2.0,1.0,0.0
463,463,1,16315733.21,16315733.21,22255.0,2.0,1.0,0.0
2155,2155,1,16309735.02,16309735.02,42252.0,2.0,2.0,0.0
1861,1861,1,16307848.94,16307848.94,32303.0,1.0,0.0,0.0
2755,2755,1,16299536.68,16299536.68,244936.0,1.0,1.0,0.0
243,243,1,16290597.04,16290597.04,102980.0,1.0,1.0,0.0
1691,1691,1,16272563.200000001,16272563.200000001,127576.0,2.0,1.0,0.0
1462,1462,1,16267121.88,16267121.88,15272.0,2.0,1.0,0.0
1850,1850,1,16251962.82,16251962.82,129282.0,2.0,1.0,0.0
991,991,1,16246457.91,16246457.91,38982.0,2.0,1.0,0.0
1857,1857,1,16235800.79,16235800.79,207553.0,1.0,1.0,0.0
281,281,1,16235077.53,16235077.53,192785.0,2.0,1.0,0.0
2119,2119,1,16231110.23,16231110.23,103148.0,1.0,1.0,0.0
130,130,1,16227718.879999999,16227718.879999999,191222.0,1.0,1.0,0.0
297,297,1,16196260.940000001,16196260.940000001,211324.0,1.0,3.0,0.0
2017,2017,1,16195100.029999997,16195100.029999997,68903.0,2.0,1.0,0.0
2117,2117,1,16186346.879999999,16186346.879999999,22175.0,1.0,1.0,0.0
77,77,1,16180683.0,16180683.0,70893.0,1.0,32.0,0.0
2323,2323,1,16173479.530000001,16173479.530000001,51248.0,2.0,1.0,0.0
289,289,1,16168859.03,16168859.03,255938.0,2.0,0.0,0.0
1858,1858,1,16168433.059999999,16168433.059999999,32902.0,1.0,1.0,0.0
380,380,1,16161123.92,16161123.92,440648.0,2.0,1.0,0.0
