,community,size,total_spending,median_spending,mean_claims,median_hcpcs,median_servicing,anomaly_rate
2848,2848,1,13660119.19,13660119.19,230213.0,1.0,2.0,0.0
1342,1342,1,13658410.75,13658410.75,140655.0,2.0,1.0,0.0
2093,2093,1,13654091.2,13654091.2,45693.0,2.0,7.0,0.0
1540,1540,1,13651620.71,13651620.71,228028.0,1.0,0.0,0.0
1469,1469,1,13647288.91,13647288.91,166504.0,1.0,1.0,0.0
82,82,1,13643475.96,13643475.96,223979.0,2.0,0.0,0.0
234,234,1,13634152.21,13634152.21,78432.0,2.0,1.0,0.0
600,600,1,13633976.6,13633976.6,117365.0,1.0,1.0,0.0
1580,1580,1,13625960.39,13625960.39,89612.0,1.0,1.0,0.0
1631,1631,1,13618335.240000002,13618335.240000002,67470.0,1.0,1.0,0.0
1582,1582,1,13612411.240000002,13612411.240000002,108576.0,1.0,1.0,0.0
2601,2601,1,13609127.4,13609127.4,272431.0,2.0,2.0,0.0
196,196,1,13602348.8,13602348.8,107667.0,2.0,1.0,0.0
1442,1442,1,13602040.64,13602040.64,30218.0,1.0,0.0,0.0
2096,2096,1,13585462.44,13585462.44,30678.0,1.0,1.0,0.0
121,121,1,13575584.83,13575584.83,8014.0,2.0,1.0,0.0
1720,1720,1,13573605.93,13573605.93,24561.0,1.0,0.0,0.0
2514,2514,1,13572112.06,13572112.06,24673.0,1.0,1.0,0.0
2502,2502,1,13568166.57,13568166.57,29256.0,1.0,1.0,0.0
1645,1645,1,13554377.49,13554377.49,183713.0,1.0,1.0,0.0
2069,2069,1,13552645.070000002,13552645.070000002,73681.0,2.0,1.0,0.0
269,269,1,13549116.859999998,13549116.859999998,105706.0,1.0,1.0,0.0
2133,2133,1,13545640.1,13545640.1,125770.0,1.0,7.0,0.0
1953,1953,1,13545478.780000001,13545478.780000001,92243.0,1.0,1.0,0.0
927,927,1,13541933.95,13541933.95,80672.0,2.0,1.0,0.0
2859,2859,1,13537443.28,13537443.28,3581.0,1.0,1.0,0.0
1036,1036,1,13532758.02,13532758.02,195510.0,2.0,0.0,0.0
1449,1449,1,13526048.350000001,13526048.350000001,161761.0,1.0,1.0,0.0
788,788,1,13508754.05,13508754.05,71709.0,2.0,1.0,0.0
1952,1952,1,13503012.84,13503012.84,38240.0,1.0,1.0,0.0
2602,2602,1,13491753.52,13491753.52,17628.0,2.0,1.0,0.0
2694,2694,1,13484188.129999999,13484188.129999999,6872.0,2.0,1.0,0.0
2025,2025,1,13484002.08,13484002.08,55659.0,2.0,1.0,0.0
1671,1671,1,13476939.950000001,13476939.950000001,8234.0,2.0,1.0,0.0
2163,2163,1,13475782.700000001,13475782.700000001,6930.0,1.0,1.0,0.0
2876,2876,1,13466229.06,13466229.06,61370.0,2.0,1.0,0.0
2747,2747,1,13455555.59,13455555.59,57733.0,2.0,1.0,0.0
1962,1962,1,13450711.89,13450711.89,8895.0,2.0,1.0,0.0
1200,1200,1,13440844.840000002,13440844.840000002,93091.0,2.0,1.0,0.0
1479,1479,1,13437692.600000001,13437692.600000001,153382.0,1.0,1.0,0.0
1120,1120,1,13436828.05,13436828.05,162752.0,1.0,1.0,0.0
2743,2743,1,13425860.11,13425860.11,150148.0,2.0,1.0,0.0
2274,2274,1,13409635.580000002,13409635.580000002,216282.0,1.0,1.0,0.0
2556,2556,1,13409605.540000001,13409605.540000001,126635.0,2.0,1.0,0.0
948,948,1,13399728.94,13399728.94,170231.0,1.0,1.0,0.0
367,367,1,13395523.959999999,13395523.959999999,42488.0,1.0,1.0,0.0
737,737,1,13391743.580000002,13391743.580000002,213152.0,2.0,0.0,0.0
2476,2476,1,13376908.36,13376908.36,5272.0,2.0,1.0,0.0
1131,1131,1,13368899.32,13368899.32,60326.0,2.0,1.0,0.0
1395,1395,1,13367784.499999998,13367784.499999998,169656.0,1.0,1.0,0.0
1828,1828,1,13367692.180000002,13367692.180000002,66508.0,2.0,1.0,0.0
2086,2086,1,13367517.66,13367517.66,155610.0,2.0,1.0,0.0
123,123,1,13362447.62,13362447.62,190128.0,2.0,1.0,0.0
1186,1186,1,13354348.65,13354348.65,2108.0,1.0,1.0,0.0
2482,2482,1,13354203.3,13354203.3,31660.0,2.0,0.0,0.0
1572,1572,1,13353472.54,13353472.54,102828.0,2.0,1.0,0.0
2613,2613,1,13345540.79,13345540.79,238876.0,2.0,2.0,0.0
474,474,1,13337748.620000001,13337748.620000001,73442.0,1.0,1.0,0.0
288,288,1,13337503.17,13337503.17,251790.0,2.0,2.0,0.0
566,566,1,13330265.23,13330265.23,238203.0,2.0,1.0,0.0
2199,2199,1,13328427.73,13328427.73,62547.0,2.0,1.0,0.0
958,958,1,13327300.03,13327300.03,6643.0,1.0,1.0,0.0
2352,2352,1,13320546.690000001,13320546.690000001,93435.0,1.0,1.0,0.0
1784,1784,1,13313138.52,13313138.52,229672.0,2.0,1.0,0.0
2452,2452,1,13305674.69,13305674.69,420.0,1.0,1.0,1.0
2248,2248,1,13297284.68,13297284.68,103992.0,1.0,1.0,0.0
14,14,1,13288194.91,13288194.91,90048.0,1.0,0.0,0.0
1778,1778,1,13283262.319999998,13283262.319999998,82029.0,1.0,1.0,0.0
2099,2099,1,13277884.56,13277884.56,11013.0,2.0,1.0,0.0
212,212,1,13277720.89,13277720.89,41508.0,2.0,1.0,0.0
2355,2355,1,13257232.790000001,13257232.790000001,23324.0,1.0,1.0,0.0
2808,2808,1,13256881.61,13256881.61,65209.0,1.0,1.0,0.0
1064,1064,1,13256702.47,13256702.47,66065.0,2.0,1.0,0.0
1929,1929,1,13250684.74,13250684.74,227967.0,1.0,1.0,0.0
493,493,1,13248855.239999998,13248855.239999998,171804.0,2.0,1.0,0.0
335,335,1,13237490.290000001,13237490.290000001,278543.0,1.0,17.0,0.0
2872,2872,1,13233887.77,13233887.77,74074.0,1.0,1.0,0.0
547,547,1,13232599.24,13232599.24,122963.0,2.0,1.0,0.0
2532,2532,1,13227538.150000002,13227538.150000002,13199.0,2.0,1.0,0.0
2116,2116,1,13222973.34,13222973.34,7737.0,1.0,1.0,0.0
1229,1229,1,13216592.48,13216592.48,238853.0,2.0,0.0,0.0
1554,1554,1,13207943.2,13207943.2,294409.0,3.0,1.0,0.0
658,658,1,13202151.27,13202151.27,4464.0,2.0,1.0,0.0
2108,2108,1,13184223.33,13184223.33,94510.0,1.0,1.0,0.0
2721,2721,1,13182660.530000001,13182660.530000001,134125.0,2.0,1.0,0.0
1026,1026,1,13175908.040000001,13175908.040000001,7178.0,1.0,1.0,0.0
2388,2388,1,13171620.620000001,13171620.620000001,108006.0,1.0,1.0,0.0
1710,1710,1,13165249.05,13165249.05,262848.0,1.0,1.0,0.0
125,125,1,13161579.8,13161579.8,230357.0,1.0,1.0,0.0
1138,1138,1,13152954.319999998,13152954.319999998,253710.0,1.0,0.0,0.0
634,634,1,13149432.08,13149432.08,24557.0,2.0,1.0,0.0
248,248,1,13144896.579999998,13144896.579999998,15337.0,2.0,1.0,0.0
809,809,1,13142675.440000001,13142675.440000001,118713.0,2.0,1.0,0.0
1412,1412,1,13126824.329999998,13126824.329999998,4143.0,1.0,1.0,1.0
1773,1773,1,13122100.62,13122100.62,62329.0,2.0,0.0,0.0
1791,1791,1,13115229.04,13115229.04,50164.0,1.0,1.0,0.0
2299,2299,1,13115133.55,13115133.55,233970.0,2.0,3.0,0.0
2776,2776,1,13109877.47,13109877.47,242848.0,1.0,6.0,0.0
556,556,1,13107825.0,13107825.0,238404.0,1.0,2.0,0.0
2665,2665,1,13106397.64,13106397.64,119194.0,1.0,0.0,0.0
1006,1006,1,13087742.240000002,13087742.240000002,132371.0,1.0,1.0,0.0
1775,1775,1,13079684.030000001,13079684.030000001,81431.0,1.0,1.0,0.0
344,344,1,13076653.17,13076653.17,83230.0,1.0,1.0,0.0
1207,1207,1,13075318.31,13075318.31,168226.0,1.0,1.0,0.0
1764,1764,1,13075191.129999999,13075191.129999999,77557.0,2.0,2.0,0.0
2751,2751,1,13063611.060000002,13063611.060000002,118208.0,2.0,1.0,0.0
2107,2107,1,13058309.129999999,13058309.129999999,178083.0,1.0,1.0,0.0
2325,2325,1,13049408.23,13049408.23,10371.0,1.0,1.0,0.0
378,378,1,13037240.110000001,13037240.110000001,53900.0,2.0,1.0,0.0
2062,2062,1,13036255.97,13036255.97,229531.0,2.0,2.0,0.0
569,569,1,13031965.120000001,13031965.120000001,88369.0,2.0,1.0,0.0
475,475,1,13023118.509999998,13023118.509999998,223590.0,2.0,2.0,0.0
265,265,1,13021671.49,13021671.49,6490.0,2.0,1.0,0.0
542,542,1,13016926.010000002,13016926.010000002,8491.0,1.0,1.0,0.0
80,80,1,13015338.360000001,13015338.360000001,102044.0,1.0,1.0,0.0
850,850,1,13012665.29,13012665.29,109706.0,1.0,1.0,0.0
2301,2301,1,13004441.43,13004441.43,107620.0,1.0,1.0,0.0
161,161,1,13003967.83,13003967.83,96795.0,1.0,1.0,0.0
498,498,1,13000891.22,13000891.22,257284.0,2.0,1.0,0.0
1835,1835,1,12999210.680000002,12999210.680000002,99248.0,1.0,1.0,0.0
989,989,1,12995876.63,12995876.63,103822.0,1.0,1.0,0.0
352,352,1,12992174.290000001,12992174.290000001,64425.0,2.0,1.0,0.0
2434,2434,1,12987678.8,12987678.8,132770.0,2.0,2.0,0.0
591,591,1,12985544.03,12985544.03,3894.0,1.0,2.0,1.0
900,900,1,12983834.36,12983834.36,194183.0,2.0,1.0,0.0
2255,2255,1,12981010.989999998,12981010.989999998,75107.0,2.0,1.0,0.0
2790,2790,1,12979451.600000001,12979451.600000001,29210.0,2.0,1.0,0.0
1379,1379,1,12974524.600000001,12974524.600000001,11957.0,2.0,1.0,0.0
972,972,1,12972516.080000002,12972516.080000002,57158.0,2.0,2.0,0.0
2279,2279,1,12971747.929999998,12971747.929999998,115417.0,2.0,1.0,0.0
1352,1352,1,12957693.350000001,12957693.350000001,52216.0,2.0,1.0,0.0
2839,2839,1,12956824.74,12956824.74,82535.0,1.0,1.0,0.0
2633,2633,1,12943836.71,12943836.71,6437.0,1.0,1.0,0.0
52,52,1,12943532.379999997,12943532.379999997,2964.0,1.0,1.0,0.0
1600,1600,1,12934518.659999998,12934518.659999998,80334.0,1.0,1.0,0.0
649,649,1,12931450.749999998,12931450.749999998,46578.0,1.0,1.0,0.0
888,888,1,12926393.19,12926393.19,10689.0,2.0,3.0,0.0
2518,2518,1,12912008.4,12912008.4,112318.0,1.0,1.0,0.0
2496,2496,1,12906160.61,12906160.61,10153.0,2.0,1.0,0.0
1950,1950,1,12900678.11,12900678.11,24076.0,2.0,2.0,0.0
1046,1046,1,12898382.11,12898382.11,96087.0,2.0,1.0,0.0
174,174,1,12895046.03,12895046.03,3787.0,2.0,1.0,0.0
241,241,1,12879949.49,12879949.49,60254.0,2.0,1.0,0.0
2508,2508,1,12867449.870000001,12867449.870000001,159118.0,1.0,1.0,0.0
1188,1188,1,12859680.53,12859680.53,190048.0,1.0,1.0,0.0
2683,2683,1,12840610.989999998,12840610.989999998,38032.0,2.0,1.0,0.0
858,858,1,12833056.760000002,12833056.760000002,127812.0,2.0,1.0,0.0
872,872,1,12823677.24,12823677.24,174397.0,2.0,1.0,0.0
113,113,1,12823301.86,12823301.86,90131.0,2.0,1.0,0.0
1989,1989,1,12822509.639999999,12822509.639999999,170459.0,1.0,2.0,0.0
43,43,1,12815641.58,12815641.58,42383.0,2.0,1.0,0.0
2569,2569,1,12814430.65,12814430.65,185471.0,2.0,1.0,0.0
424,424,1,12810424.1,12810424.1,83402.0,1.0,1.0,0.0
195,195,1,12807343.129999999,12807343.129999999,28482.0,1.0,1.0,0.0
2198,2198,1,12806607.45,12806607.45,37188.0,1.0,1.0,0.0
1628,1628,1,12804607.14,12804607.14,5066.0,2.0,1.0,0.0
1108,1108,1,12803514.19,12803514.19,48287.0,2.0,8.0,0.0
1632,1632,1,12801528.76,12801528.76,95319.0,1.0,1.0,0.0
820,820,1,12795555.18,12795555.18,132929.0,2.0,1.0,0.0
1123,1123,1,12791063.27,12791063.27,71656.0,2.0,1.0,0.0
1672,1672,1,12778763.34,12778763.34,179534.0,2.0,1.0,0.0
2428,2428,1,12777387.37,12777387.37,159927.0,1.0,3.0,0.0
1418,1418,1,12764729.850000001,12764729.850000001,200005.0,1.0,0.0,0.0
2521,2521,1,12764005.0,12764005.0,169195.0,1.0,1.0,0.0
2152,2152,1,12758450.020000001,12758450.020000001,144073.0,1.0,1.0,0.0
2156,2156,1,12752588.14,12752588.14,211891.0,2.0,1.0,0.0
2427,2427,1,12752069.409999998,12752069.409999998,211467.0,2.0,0.0,0.0
139,139,1,12746950.059999999,12746950.059999999,158056.0,2.0,1.0,0.0
1234,1234,1,12743235.96,12743235.96,103302.0,2.0,1.0,0.0
1245,1245,1,12740684.209999999,12740684.209999999,176239.0,1.0,1.0,0.0
103,103,1,12740496.77,12740496.77,217611.0,2.0,1.0,0.0
1951,1951,1,12735522.690000001,12735522.690000001,156530.0,1.0,1.0,0.0
2,2,1,12733012.72,12733012.72,61709.0,2.0,1.0,0.0
2438,2438,1,12730642.190000001,12730642.190000001,164969.0,2.0,1.0,0.0
31,31,1,12727512.31,12727512.31,156572.0,2.0,1.0,0.0
2504,2504,1,12727126.330000002,12727126.330000002,9026.0,2.0,1.0,0.0
338,338,1,12726228.6,12726228.6,66815.0,1.0,1.0,0.0
2373,2373,1,12721179.94,12721179.94,108710.0,1.0,1.0,0.0
1193,1193,1,12720802.81,12720802.81,139128.0,1.0,1.0,0.0
2273,2273,1,12720240.45,12720240.45,162981.0,1.0,1.0,0.0
1915,1915,1,12715956.870000001,12715956.870000001,27383.0,1.0,1.0,0.0
484,484,1,12714309.5,12714309.5,91591.0,2.0,1.0,0.0
905,905,1,12703291.01,12703291.01,2805.0,2.0,1.0,0.0
1759,1759,1,12695792.879999999,12695792.879999999,6000.0,1.0,1.0,0.0
476,476,1,12691939.020000001,12691939.020000001,170259.0,2.0,1.0,0.0
1911,1911,1,12687603.520000001,12687603.520000001,30893.0,2.0,1.0,0.0
546,546,1,12686383.98,12686383.98,6274.0,1.0,1.0,0.0
88,88,1,12680904.65,12680904.65,85645.0,1.0,1.0,0.0
2661,2661,1,12666205.84,12666205.84,274627.0,2.0,1.0,0.0
646,646,1,12664433.26,12664433.26,159543.0,2.0,1.0,0.0
750,750,1,12664144.75,12664144.75,123234.0,2.0,1.0,0.0
2459,2459,1,12660571.149999999,12660571.149999999,195199.0,1.0,2.0,0.0
659,659,1,12655464.870000001,12655464.870000001,28416.0,2.0,0.0,0.0
173,173,1,12653991.260000002,12653991.260000002,3933.0,1.0,1.0,0.0
50,50,1,12646475.450000001,12646475.450000001,178143.0,2.0,1.0,0.0
353,353,1,12645801.909999998,12645801.909999998,24982.0,2.0,1.0,0.0
746,746,1,12644276.0,12644276.0,194979.0,2.0,0.0,0.0
1341,1341,1,12640417.950000001,12640417.950000001,172636.0,2.0,1.0,0.0
2655,2655,1,12633569.979999999,12633569.979999999,274599.0,1.0,5.0,0.0
410,410,1,12631665.149999999,12631665.149999999,3987.0,2.0,1.0,0.0
1419,1419,1,12620678.23,12620678.23,183896.0,1.0,1.0,0.0
2076,2076,1,12591570.9,12591570.9,314539.0,2.0,5.0,0.0
135,135,1,12590454.41,12590454.41,159085.0,1.0,1.0,0.0
2708,2708,1,12579078.220000003,12579078.220000003,8377.0,2.0,1.0,1.0
118,118,1,12567374.840000002,12567374.840000002,28640.0,2.0,1.0,0.0
2030,2030,1,12562476.65,12562476.65,189205.0,2.0,4.0,0.0
953,953,1,12562284.87,12562284.87,1203.0,1.0,1.0,1.0
2451,2451,1,12562058.88,12562058.88,52341.0,1.0,1.0,0.0
759,759,1,12544829.97,12544829.97,200532.0,2.0,3.0,0.0
589,589,1,12543442.200000001,12543442.200000001,58874.0,2.0,1.0,0.0
935,935,1,12540962.07,12540962.07,133024.0,1.0,1.0,0.0
467,467,1,12538428.81,12538428.81,210770.0,2.0,1.0,0.0
863,863,1,12536931.209999999,12536931.209999999,8599.0,1.0,1.0,0.0
2260,2260,1,12534176.53,12534176.53,66899.0,1.0,1.0,0.0
1931,1931,1,12533662.76,12533662.76,151358.0,1.0,1.0,0.0
1550,1550,1,12526874.219999999,12526874.219999999,71905.0,1.0,1.0,0.0
1275,1275,1,12525739.309999999,12525739.309999999,153271.0,2.0,1.0,0.0
2635,2635,1,12525387.73,12525387.73,60118.0,1.0,1.0,0.0
899,899,1,12522621.969999999,12522621.969999999,85611.0,2.0,1.0,0.0
604,604,1,12520376.01,12520376.01,110266.0,1.0,1.0,0.0
2265,2265,1,12515478.059999997,12515478.059999997,90638.0,1.0,1.0,0.0
1440,1440,1,12515257.18,12515257.18,83452.0,1.0,0.0,0.0
1312,1312,1,12513879.370000001,12513879.370000001,141955.0,1.0,1.0,0.0
852,852,1,12511499.6,12511499.6,64658.0,2.0,1.0,0.0
132,132,1,12506962.66,12506962.66,41537.0,1.0,1.0,0.0
584,584,1,12502250.39,12502250.39,248284.0,1.0,2.0,0.0
167,167,1,12501787.9,12501787.9,74617.0,2.0,1.0,0.0
675,675,1,12478854.45,12478854.45,160945.0,1.0,1.0,0.0
95,95,1,12453130.81,12453130.81,183070.0,1.0,1.0,0.0
1099,1099,1,12444123.899999999,12444123.899999999,150490.0,1.0,1.0,0.0
2259,2259,1,12442140.52,12442140.52,152375.0,1.0,1.0,0.0
1057,1057,1,12439658.040000001,12439658.040000001,147017.0,2.0,1.0,0.0
2851,2851,1,12426579.350000001,12426579.350000001,37320.0,1.0,0.0,0.0
2782,2782,1,12413937.63,12413937.63,7285.0,2.0,1.0,0.0
1636,1636,1,12411955.309999997,12411955.309999997,223595.0,2.0,0.0,0.0
1144,1144,1,12411629.9,12411629.9,204370.0,2.0,1.0,0.0
1055,1055,1,12409602.540000001,12409602.540000001,28411.0,2.0,0.0,0.0
2036,2036,1,12409049.04,12409049.04,90523.0,1.0,1.0,0.0
1270,1270,1,12406379.729999999,12406379.729999999,105156.0,1.0,1.0,0.0
1781,1781,1,12405020.790000001,12405020.790000001,171026.0,1.0,1.0,0.0
2001,2001,1,12401380.34,12401380.34,67144.0,1.0,1.0,0.0
1476,1476,1,12398706.379999999,12398706.379999999,109343.0,1.0,1.0,0.0
1277,1277,1,12389553.21,12389553.21,132749.0,1.0,1.0,0.0
1881,1881,1,12387599.160000002,12387599.160000002,85172.0,2.0,1.0,0.0
2547,2547,1,12385649.97,12385649.97,163377.0,1.0,1.0,0.0
1169,1169,1,12375931.41,12375931.41,160177.0,1.0,1.0,0.0
2576,2576,1,12370402.639999999,12370402.639999999,5943.0,1.0,1.0,0.0
2650,2650,1,12368076.860000001,12368076.860000001,84607.0,1.0,1.0,0.0
2621,2621,1,12359924.85,12359924.85,176750.0,2.0,3.0,0.0
2288,2288,1,12356510.989999998,12356510.989999998,71027.0,1.0,1.0,0.0
1815,1815,1,12354732.39,12354732.39,246177.0,2.0,2.0,0.0
363,363,1,12345843.590000002,12345843.590000002,138347.0,1.0,1.0,0.0
1317,1317,1,12340099.62,12340099.62,92381.0,1.0,1.0,0.0
536,536,1,12335236.090000004,12335236.090000004,9740.0,2.0,1.0,1.0
1151,1151,1,12334507.200000001,12334507.200000001,191984.0,1.0,0.0,0.0
527,527,1,12333517.73,12333517.73,116506.0,1.0,1.0,0.0
1801,1801,1,12330118.04,12330118.04,54255.0,2.0,1.0,0.0
2820,2820,1,12329505.39,12329505.39,127055.0,2.0,1.0,0.0
490,490,1,12325287.3,12325287.3,12983.0,1.0,1.0,0.0
142,142,1,12308694.41,12308694.41,147898.0,2.0,1.0,0.0
2371,2371,1,12307901.209999997,12307901.209999997,169087.0,1.0,1.0,0.0
2123,2123,1,12307830.360000003,12307830.360000003,232774.0,2.0,0.0,0.0
1537,1537,1,12306566.95,12306566.95,163729.0,1.0,1.0,0.0
1863,1863,1,12296719.42,12296719.42,198148.0,2.0,2.0,0.0
2534,2534,1,12294441.01,12294441.01,186585.0,1.0,1.0,0.0
2060,2060,1,12291032.350000001,12291032.350000001,214127.0,1.0,2.0,0.0
2499,2499,1,12277439.540000001,12277439.540000001,87536.0,1.0,1.0,0.0
631,631,1,12277415.36,12277415.36,67690.0,2.0,1.0,0.0
1293,1293,1,12269479.53,12269479.53,59773.0,1.0,3.0,0.0
1010,1010,1,12267529.139999999,12267529.139999999,175890.0,2.0,1.0,0.0
722,722,1,12243896.450000003,12243896.450000003,25331.0,2.0,1.0,0.0
1471,1471,1,12239357.309999999,12239357.309999999,145375.0,1.0,1.0,0.0
2861,2861,1,12234318.530000003,12234318.530000003,8200.0,1.0,1.0,0.0
1391,1391,1,12229047.22,12229047.22,229906.0,2.0,0.0,0.0
2599,2599,1,12221192.91,12221192.91,92725.0,1.0,1.0,0.0
2229,2229,1,12204215.740000002,12204215.740000002,92370.0,2.0,0.0,0.0
2305,2305,1,12198556.969999999,12198556.969999999,210490.0,1.0,1.0,0.0
2324,2324,1,12195973.149999999,12195973.149999999,7903.0,2.0,1.0,0.0
2021,2021,1,12187808.639999999,12187808.639999999,219334.0,1.0,0.0,0.0
1166,1166,1,12187471.19,12187471.19,1643.0,1.0,1.0,0.0
2104,2104,1,12182834.659999998,12182834.659999998,2805.0,2.0,2.0,0.0
625,625,1,12182408.659999998,12182408.659999998,192058.0,2.0,1.0,0.0
851,851,1,12177955.32,12177955.32,150844.0,1.0,1.0,0.0
2422,2422,1,12171056.979999999,12171056.979999999,137145.0,1.0,0.0,0.0
1115,1115,1,12169150.91,12169150.91,205071.0,1.0,2.0,0.0
49,49,1,12157075.75,12157075.75,74770.0,2.0,0.0,0.0
1664,1664,1,12154700.85,12154700.85,20246.0,2.0,1.0,0.0
710,710,1,12143460.41,12143460.41,109774.0,1.0,1.0,0.0
2506,2506,1,12134404.2,12134404.2,34096.0,1.0,1.0,0.0
1311,1311,1,12132527.610000001,12132527.610000001,3461.0,1.0,1.0,0.0
2806,2806,1,12132187.73,12132187.73,83674.0,2.0,1.0,0.0
1243,1243,1,12126382.43,12126382.43,9390.0,2.0,1.0,1.0
2232,2232,1,12125947.94,12125947.94,2473.0,1.0,1.0,1.0
1957,1957,1,12122892.520000001,12122892.520000001,151914.0,1.0,1.0,0.0
1323,1323,1,12122628.650000002,12122628.650000002,91815.0,2.0,1.0,0.0
2789,2789,1,12111341.450000001,12111341.450000001,53164.0,1.0,1.0,0.0
171,171,1,12105368.079999998,12105368.079999998,5954.0,2.0,1.0,0.0
707,707,1,12102481.48,12102481.48,94399.0,2.0,1.0,0.0
1640,1640,1,12094742.97,12094742.97,154495.0,2.0,1.0,0.0
2835,2835,1,12093594.29,12093594.29,72113.0,1.0,1.0,0.0
1481,1481,1,12082112.11,12082112.11,56809.0,1.0,2.0,0.0
626,626,1,12081765.010000002,12081765.010000002,645830.0,2.0,2.0,0.0
294,294,1,12066496.179999998,12066496.179999998,36759.0,2.0,0.0,0.0
1085,1085,1,12062061.709999999,12062061.709999999,233353.0,1.0,0.0,0.0
2095,2095,1,12056177.850000001,12056177.850000001,6066.0,1.0,1.0,0.0
2377,2377,1,12054888.280000001,12054888.280000001,4324.0,2.0,1.0,0.0
2042,2042,1,12050406.209999999,12050406.209999999,41542.0,2.0,1.0,0.0
2523,2523,1,12038568.62,12038568.62,167084.0,1.0,1.0,0.0
2846,2846,1,12036786.73,12036786.73,32237.0,2.0,1.0,0.0
1789,1789,1,12033783.600000001,12033783.600000001,271204.0,1.0,1.0,0.0
816,816,1,12030167.8,12030167.8,68351.0,2.0,1.0,0.0
1302,1302,1,12027215.930000002,12027215.930000002,87754.0,1.0,1.0,0.0
1091,1091,1,12022827.97,12022827.97,110308.0,1.0,1.0,0.0
699,699,1,12020348.329999998,12020348.329999998,167525.0,1.0,1.0,0.0
207,207,1,12019428.370000001,12019428.370000001,177353.0,1.0,1.0,0.0
723,723,1,12016795.8,12016795.8,67939.0,2.0,1.0,0.0
1829,1829,1,12015884.0,12015884.0,39931.0,1.0,5.0,0.0
575,575,1,12013490.11,12013490.11,19857.0,2.0,2.0,0.0
1963,1963,1,12009672.049999999,12009672.049999999,178721.0,1.0,1.0,0.0
2880,2880,1,12007865.780000001,12007865.780000001,78874.0,1.0,1.0,0.0
1504,1504,1,12007103.16,12007103.16,62029.0,2.0,1.0,0.0
2180,2180,1,12006586.29,12006586.29,17479.0,2.0,1.0,0.0
200,200,1,12005069.809999999,12005069.809999999,2401.0,1.0,2.0,0.0
2282,2282,1,11998710.010000002,11998710.010000002,57809.0,1.0,1.0,0.0
1984,1984,1,11998407.33,11998407.33,51045.0,2.0,1.0,0.0
1637,1637,1,11996801.370000001,11996801.370000001,6130.0,2.0,1.0,0.0
376,376,1,11996389.39,11996389.39,7541.0,1.0,1.0,0.0
1109,1109,1,11996359.690000001,11996359.690000001,107548.0,2.0,1.0,0.0
40,40,1,11994217.91,11994217.91,7200.0,2.0,1.0,0.0
2335,2335,1,11992953.79,11992953.79,73044.0,2.0,1.0,0.0
2177,2177,1,11991064.0,11991064.0,7568.0,2.0,2.0,0.0
2263,2263,1,11986133.55,11986133.55,26607.0,2.0,1.0,0.0
1755,1755,1,11985914.799999999,11985914.799999999,176261.0,2.0,1.0,0.0
2233,2233,1,11974962.32,11974962.32,121103.0,2.0,1.0,0.0
2031,2031,1,11962791.32,11962791.32,160645.0,2.0,1.0,0.0
2114,2114,1,11961977.3,11961977.3,202128.0,2.0,1.0,0.0
2210,2210,1,11961843.34,11961843.34,38944.0,1.0,1.0,0.0
1044,1044,1,11958232.11,11958232.11,30440.0,1.0,1.0,0.0
821,821,1,11957536.88,11957536.88,8036.0,1.0,1.0,0.0
2688,2688,1,11956214.780000001,11956214.780000001,93762.0,1.0,1.0,0.0
1834,1834,1,11952825.56,11952825.56,201638.0,2.0,1.0,0.0
1137,1137,1,11949799.58,11949799.58,142509.0,1.0,1.0,0.0
1679,1679,1,11941143.23,11941143.23,124931.0,2.0,1.0,0.0
1022,1022,1,11931775.17,11931775.17,2080.0,1.0,1.0,0.0
840,840,1,11929455.96,11929455.96,121063.0,2.0,1.0,0.0
2774,2774,1,11929238.96,11929238.96,63746.0,2.0,1.0,0.0
1760,1760,1,11927411.059999999,11927411.059999999,11791.0,2.0,1.0,0.0
1644,1644,1,11924385.57,11924385.57,77211.0,1.0,1.0,0.0
2450,2450,1,11917223.38,11917223.38,65844.0,1.0,1.0,0.0
1097,1097,1,11913720.959999999,11913720.959999999,60099.0,2.0,1.0,0.0
670,670,1,11912074.07,11912074.07,8050.0,2.0,1.0,1.0
1796,1796,1,11905870.13,11905870.13,37665.0,2.0,1.0,0.0
1088,1088,1,11899094.280000001,11899094.280000001,154937.0,2.0,1.0,0.0
2281,2281,1,11898216.459999999,11898216.459999999,18834.0,1.0,0.0,0.0
214,214,1,11897800.71,11897800.71,54790.0,1.0,1.0,0.0
1610,1610,1,11896263.540000001,11896263.540000001,148359.0,1.0,1.0,0.0
1884,1884,1,11895566.2,11895566.2,9940.0,2.0,1.0,1.0
2559,2559,1,11887292.780000001,11887292.780000001,165278.0,1.0,1.0,0.0
18,18,1,11886006.9,11886006.9,102923.0,1.0,1.0,0.0
1556,1556,1,11885776.839999998,11885776.839999998,272689.0,2.0,1.0,0.0
1083,1083,1,11885769.41,11885769.41,257923.0,2.0,1.0,0.0
2517,2517,1,11875556.850000001,11875556.850000001,152434.0,1.0,1.0,0.0
1501,1501,1,11875368.68,11875368.68,412495.0,2.0,3.0,0.0
2432,2432,1,11871853.350000001,11871853.350000001,49562.0,2.0,0.0,0.0
1848,1848,1,11869575.01,11869575.01,37434.0,1.0,1.0,0.0
2023,2023,1,11867302.569999998,11867302.569999998,19683.0,1.0,2.0,0.0
1023,1023,1,11867013.74,11867013.74,126414.0,2.0,1.0,0.0
