,billing_npi,n_changepoints,nonzero_months,total_spending
587,1295937712,1,84,168888495.37999997
588,1063630838,3,70,168780836.24
589,1548347156,1,84,168526474.0
590,1043267107,2,84,168306108.69000003
591,1396812897,1,84,168037723.32999998
592,1811044878,2,84,168035919.29
593,1669423380,1,84,167777037.77
594,1134165970,2,84,167169121.85
595,1033591003,1,84,167037729.84999996
596,1811973100,1,84,166973750.31000003
597,1376675785,5,79,166942970.17
598,1164577391,1,84,166706396.01000002
599,1831449370,2,82,166586328.54
600,1932472107,2,78,166534127.7
601,1821032913,3,84,166380906.20999998
602,1629137575,2,78,166252391.95
603,1477814879,1,84,166137609.9
604,1881058071,2,84,166008805.02
605,1104991066,2,84,165769772.59
606,1346208949,3,84,165627376.41999996
607,1740230119,2,84,165609788.97999996
608,1104368315,2,84,165605248.03999996
609,1750767802,2,84,165294407.08999997
610,1255719514,2,84,165278758.45
611,1851569834,2,83,165121628.45999998
612,1184791998,1,84,164548158.68
613,1902944853,1,84,164430832.68
614,1730132515,3,84,164344884.93999997
615,1972601193,2,83,164224163.48
616,1376662536,3,83,163985530.82
617,1548367873,1,84,163588496.89
618,1689744492,2,82,163521232.6
619,1962457812,3,84,163380755.63
620,1619007630,3,83,163355434.45999998
621,1760426969,3,84,163267654.42
622,1518998699,1,84,163202795.35999995
623,1003147588,2,84,163114617.50999996
624,1467517235,1,84,163006007.02
625,1891989794,3,83,162868017.86
626,1609892280,2,84,162855889.12999997
627,1689653305,2,84,162640384.53
628,1922112044,3,84,162374551.18999997
629,1366556227,2,84,162248215.51999998
630,1285826438,2,84,162238283.82000002
631,1275504508,3,84,162035289.64000002
632,1255364923,1,84,161907573.08
633,1003961251,1,84,161812686.87
634,1336119478,2,84,161731841.91
635,1407998842,1,84,161692388.66
636,1053363119,3,84,161453834.11999997
637,1043371826,2,84,161278500.01999998
638,1275683666,1,84,161049967.53
639,1578510137,1,84,160955316.39000002
640,1861675506,1,84,160810791.04000005
641,1063431286,3,84,160743521.76999998
642,1023230695,2,83,160588164.64999998
643,1073561825,1,84,160438332.93999997
644,1154786846,1,84,160418317.36
645,1285016758,1,84,160363652.12
646,1427063270,1,84,160323580.5
647,1437781499,1,83,160213995.65
648,1407804669,3,84,159906582.73999998
649,1043554348,2,84,159875732.03
650,1487031092,2,84,159746093.60000002
651,1871546648,2,73,159685704.68
652,1215021019,1,84,159682964.84
653,1023088168,2,84,159405512.64999995
654,1194769497,2,84,159397303.23
655,1073688354,1,84,159264363.63
656,1790789147,2,84,159203765.57
657,1497136592,1,84,158917527.20999995
658,1336467166,1,84,158757504.06
659,1629154455,3,84,158695592.12999997
660,1003360397,1,84,158587823.73
661,1770826679,1,84,158463831.51
662,1336361427,2,84,158120710.59
663,1376873380,2,84,158059108.83
664,1639160708,2,84,157911905.86
665,1255334173,1,84,157851735.91
666,1144420670,2,84,157625927.71
667,1952364747,1,84,157264167.89
668,1689783672,2,83,157175590.48999998
669,1134264948,2,84,157130280.28000003
670,1376663567,2,84,156872692.22
671,1902901333,3,84,156839691.29999998
672,1043397292,1,84,156831349.45000002
673,1487727715,3,84,156611696.61999997
674,1376980409,4,83,156501809.76000002
675,1023489911,1,84,156140672.41000006
676,1922260892,3,84,156067580.96000004
677,1134200942,2,84,156043354.26
678,1053384776,2,84,155866810.14000002
679,1427590371,3,36,155549118.09000003
680,1902286214,2,79,155519096.79000002
681,1700961646,1,84,155274211.57
682,1871906032,2,84,155187562.63000003
683,1184769069,2,83,154955729.34999996
684,1194776757,1,84,154954168.98
685,1902968266,1,84,154946648.04000002
686,1811289150,4,83,154847853.25
687,1174914477,3,84,154670932.68999997
688,1245468727,1,84,154624549.35
689,1295898393,4,83,154591314.72
690,1093873382,1,84,154478557.87
691,1134297328,2,84,154302816.39999998
692,1982102109,1,82,154247260.77
693,1063599405,2,84,153874292.23999998
694,1184758310,3,83,153840065.57999998
695,1255496220,4,83,153607409.60999998
696,1235255597,3,70,153570471.03
697,1104368703,1,84,153439933.86999997
698,1639132442,2,84,153316633.78
699,1689608150,2,84,153055986.72
700,1154549921,5,69,152980553.17
701,1700072543,2,84,152835976.47
702,1427114099,2,84,152824919.16000003
703,1932123247,3,80,152600082.80999997
704,1538151428,3,84,152466937.41
705,1447281936,2,84,152448324.41000003
706,1184878274,2,84,152079113.4
707,1972507580,2,84,151598939.43999997
708,1407854771,2,84,151223641.35999998
709,1003914946,2,84,151113377.4
710,1104819366,1,84,150926038.28
711,1548226988,2,73,150326465.88
712,1295765261,1,84,150130540.82000002
713,1609922194,2,84,149835856.16
714,1255330825,3,84,149693512.54000002
715,1740376292,2,84,149619585.2
716,1548431570,2,84,149589915.06
717,1992850952,4,81,149570135.23999998
718,1841327673,3,84,149214844.98
719,1063568764,2,56,148946289.2
720,1285613612,2,84,148833101.28
721,1548317852,3,83,148794561.71
722,1518068071,3,83,148647272.07999998
723,1609909175,2,84,148501836.98000005
724,1982048138,2,83,148438370.48
725,1962476259,2,84,148128086.68000004
726,1962793547,1,84,148060842.68
727,1952690463,1,84,148046905.35
728,1356427397,3,84,147838997.64
729,1831265115,1,84,147833759.33999997
730,1386023976,2,84,147496969.9
731,1447618061,3,78,147414628.74
732,1265954630,3,81,147409518.25000003
733,1073633376,2,84,147298338.61
734,1659352276,2,84,147141937.29000002
735,1346479169,1,84,146977669.0
736,1063426377,1,84,146568057.88
737,1669667150,2,84,146507171.86
738,1629418835,3,84,146505517.99
739,1801927645,1,84,146352462.47
740,1679601645,1,84,146044054.46
741,1821036807,1,84,145854205.89
742,1336435031,4,82,145845268.78
743,1326031022,2,53,145825890.74
744,1447472980,2,79,145809421.44
745,1407244304,1,84,145741640.15
746,1891134318,2,84,145667460.80000004
747,1780985010,1,84,145665969.15
748,1972678266,1,84,145639967.97
749,1912080482,2,83,145535468.73
750,1043380330,1,84,145443135.71
751,1053342816,1,84,145263355.12
752,1417005257,2,84,145211742.16
753,1972583078,1,84,145154612.36999997
754,1134377781,2,84,145138449.51000002
755,1710901939,2,83,145015403.58
756,1114461704,2,84,144948891.90999997
757,1457321317,3,84,144138017.99
758,1205962883,1,84,144111253.96
759,1831363324,3,83,144001449.89
760,1609848811,3,84,143867599.12
761,1407228885,2,84,143641484.16
762,1760499545,2,84,143562823.50000003
763,1821103821,2,84,143503639.10999995
764,1184706566,2,83,143253649.36
765,1881837110,3,51,143076884.41
766,1679504864,2,84,143045510.57
767,1053584482,3,84,142978147.1
768,1518911304,3,84,142955745.85999998
769,1760436216,2,84,142715238.72
770,1346766805,2,84,142701384.11
771,1790742153,2,84,142551699.14
772,1053366740,2,84,142283328.93
773,1811384100,2,84,142241262.22
774,1770583999,3,84,142211286.01000002
775,1902267479,2,84,141786981.68000004
776,1811042856,1,84,141763920.73
777,1427058510,2,84,141456539.65
778,1619913449,1,84,141236563.08000004
779,1316029549,1,84,141183941.23
780,1801922620,2,84,140903668.76
781,1841224870,2,84,140846995.79000002
782,1609997311,2,84,140724819.64
783,1124127683,1,84,140711421.67
784,1972579837,1,84,140710772.73
785,1881697381,1,84,140627796.76999998
786,1427003862,1,84,140399270.66000003
787,1891820668,2,84,140377799.04999998
788,1154355188,1,84,140259118.72
789,1356331425,3,84,139831900.53
790,1346451796,1,84,139565142.39
791,1023226412,1,84,139415479.64999998
792,1295957561,1,84,139331109.04000002
793,1427271378,2,84,139243287.48
794,1265860803,1,84,139153769.48999998
795,1982781571,3,79,138939254.68
796,1437154010,2,84,138917051.04999998
797,1740389154,1,84,138853988.63000003
798,1013181205,3,83,138840949.2
799,1417930892,4,84,138656168.22
800,1487649430,2,84,138581569.48
801,1013997691,2,84,138289614.28000003
802,1144211301,1,84,138190848.48
803,1871542340,2,84,138041258.80999997
804,1851726731,3,64,137995034.85
805,1407370117,3,78,137718870.07
806,1730121633,3,84,137693261.92000002
807,1730211178,2,78,137686467.91000003
808,1033239058,1,83,137684006.92000002
809,1790735827,1,84,137681857.73
810,1396882205,3,84,137587876.68999997
811,1396728630,2,84,137519577.64999998
812,1598898603,2,79,137093042.29
813,1205822236,3,84,137026667.85999998
814,1952857419,2,84,136999835.54999998
815,1578967386,2,81,136963010.31
816,1124073366,2,84,136947659.2
817,1083612881,2,84,136903266.97
818,1396857488,2,84,136809969.24
819,1366547747,2,84,136797357.47
820,1316206220,2,80,136727481.32
821,1245212380,1,84,136663125.56
822,1881051167,2,74,136507505.04
823,1487640207,1,84,136253094.58999997
824,1164543765,1,84,136251696.62
825,1093810889,1,84,136186368.15
826,1700092459,2,84,136186185.97
827,1629167457,1,84,136145542.08
828,1376760835,2,83,136051608.9
829,1689629990,2,84,135907422.95999998
830,1699769901,2,84,135878673.88
831,1649681362,2,53,135805884.39
832,1619419835,2,84,135379412.54
833,1588614994,3,84,135327303.92000002
834,1598000549,2,83,135176226.02
835,1700887411,1,84,135127586.09
836,1225205354,1,84,135035654.61999997
837,1447457148,1,84,135029333.63000003
838,1427246669,4,59,134901191.77999997
839,1336149426,2,84,134875477.81999996
840,1083789564,4,84,134663270.25
841,1124560248,1,84,134428119.04
842,1992886881,3,83,134327009.41
843,1578971214,2,84,134277839.22
844,1992216766,2,77,134118490.95000002
845,1033494943,1,84,134000390.75
846,1407839921,1,84,133749346.05
847,1508809427,1,84,133692691.27999999
848,1275697195,2,84,133691587.87
849,1124155825,4,83,133650771.6
850,1427124494,3,83,133341984.4
851,1134107113,1,84,133340173.27
852,1598043747,3,62,133330444.08
853,1902028772,2,84,133275438.76
854,1306001623,2,60,133233374.2
855,1275683260,1,83,133138286.5
856,1477591055,3,84,133120525.50000001
857,1689769911,1,84,133093320.82000001
858,1548286172,2,57,133069160.27
859,1467493551,1,84,132929640.89
860,1316012263,2,84,132674393.51000002
861,1396771820,1,84,132522598.19000001
862,1447602032,2,84,132498722.33
863,1841236684,2,84,132391899.23999998
864,1326033929,4,84,132370238.22
865,1447233788,3,84,132156768.49000001
866,1073516183,1,84,132155587.07
867,1043267727,1,84,132148572.88
868,1497102180,2,84,131852871.27999999
869,1073578431,2,84,131807193.61
870,1891710638,4,84,131714369.96000001
871,1700024296,2,84,131511539.18999998
872,1942224696,3,84,131507458.54000002
873,1861522435,3,83,131488965.11000001
874,1942451216,2,84,131411443.53999999
875,1043385420,1,84,131372047.85000001
876,1336219195,2,84,131257393.79
877,1972545945,2,84,131203141.13
878,1427242163,2,82,131048988.57
879,1417915653,1,84,130922434.35999998
880,1578989703,2,80,130741378.57
881,1295968162,1,84,130604293.79
882,1710053780,2,83,130361485.53999999
883,1881994762,2,84,130284007.36999999
884,1538378625,3,83,130283487.03999999
885,1992043053,2,84,130120855.97
886,1952528408,0,84,130071834.3
887,1144681909,2,84,129820746.21
888,1407932775,2,84,129788655.83999999
889,1780708263,3,83,129734549.11999999
890,1114057163,2,84,129569367.7
891,1326002049,2,84,129568642.53
892,1235148594,2,83,129516924.12999998
893,1043243538,1,84,129511934.18000002
894,1518081637,3,83,129475421.82
895,1932749512,2,57,129273293.39000002
896,1619062304,1,84,129271433.32
897,1184715328,2,83,129186445.2
898,1558518753,1,84,129165018.28000002
899,1396286423,3,77,129127521.54
900,1649342775,2,84,129064685.50000001
901,1336659085,1,84,129040103.61999999
902,1356470207,1,84,128945803.46
903,1477589877,3,84,128896804.43999998
904,1477674828,2,52,128752809.57
905,1639299274,2,53,128748229.49
906,1790762755,2,84,128544153.34
907,1922157403,2,84,128311369.97
908,1992793269,3,84,128310909.54
909,1154302586,2,84,128310043.16000001
910,1144378381,4,83,128254378.55000001
911,1790297547,2,83,128230741.8
912,1366561755,2,84,128198932.07999998
913,1528138088,1,84,128113204.24000001
914,1053359729,1,84,128048228.32000001
915,1376538991,4,84,127878847.24000002
916,1639131436,3,84,127735665.89
917,1447300058,2,84,127560167.19999999
918,1891201844,3,81,127399061.92999999
919,1649293028,1,84,127307222.99000001
920,1174512792,2,84,127254139.72999999
921,1194994848,3,83,127228403.86999999
922,1497731533,1,84,127184481.22
923,1912980251,1,84,127154168.46000001
924,1124215785,1,84,127002143.60000001
925,1922001189,2,84,126693546.05000001
926,1639574635,2,84,126410419.21000001
927,1669538419,1,84,126333280.27999999
928,1982733655,1,84,126193056.38
929,1306878798,1,84,125953527.12
930,1548343510,2,84,125880919.96000002
931,1073588711,2,84,125877340.82
932,1245246917,2,84,125681022.83000001
933,1821007881,1,84,125540870.57
934,1801803903,1,84,125540831.24
935,1306992151,1,84,125521036.25
936,1053353896,1,84,125459735.4
937,1275566424,2,84,125417967.99000001
938,1902032832,2,84,125339296.1
939,1740254143,2,84,125198712.10999998
940,1417010604,4,83,125120489.54
941,1750395737,1,84,125053508.66
942,1598703647,1,84,124930174.33999999
943,1043622780,1,83,124924756.48
944,1033102942,3,84,124861358.79999998
945,1669484473,2,84,124779639.76
946,1528387859,3,83,124648866.13999999
947,1770573586,3,71,124608403.57
948,1376695163,3,68,124587196.2
949,1750765335,1,76,124507981.24
950,1417065111,3,71,124504001.35
951,1841271459,1,84,124089508.13000003
952,1891237012,3,84,123916550.75
953,1215982913,1,84,123866311.61999999
954,1548293343,4,84,123865718.05000001
955,1205923802,2,84,123835881.14
956,1659424448,2,83,123753286.37999998
957,1275907826,2,84,123738248.47
958,1750304044,3,61,123728018.35000001
959,1386852416,2,84,123654513.67999999
960,1508063710,3,84,123515702.10000001
961,1376040303,3,57,123450383.25
962,1316450638,2,72,123403612.36999999
963,1649259797,1,84,123283400.59
964,1902835663,1,84,123277284.83
965,1235446725,2,84,122980600.33000003
966,1821078932,2,84,122933601.22000001
967,1184794257,2,84,122790417.52000001
968,1699701383,1,84,122700202.50999999
969,1265782395,1,84,122668669.71000001
970,1891102497,2,80,122489039.96999998
971,1881692390,4,81,122479054.91000001
972,1831264290,1,84,122192370.01
973,1235261009,2,83,122081974.10000001
974,1003961426,4,65,121886155.17999999
975,1245307818,1,84,121814554.55000001
976,1780600577,2,83,121764268.17999999
977,1821232802,2,84,121646919.85
978,1427005008,2,84,121636680.19
979,1942256888,2,84,121513507.64
980,1902865389,1,84,121499801.76
981,1386854370,2,84,121450350.33
982,1528190931,3,84,121386950.70000002
983,1417011263,2,84,121273508.22
984,1548266547,1,84,121188457.17
985,1346380870,1,84,121161827.40999998
986,1184729493,2,84,121157577.25
987,1326486861,2,84,121153539.82000001
988,1225067481,1,84,121149594.42999998
989,1205083672,4,78,121036198.16000001
990,1649209230,1,84,120790195.28999999
991,1922043744,2,84,120162755.91
992,1619348067,4,76,119688072.33000003
993,1548393143,3,83,119601387.67999999
994,1598829350,1,84,119487798.50000001
995,1932652815,1,84,119390360.48
996,1467469023,1,84,119272067.16000001
997,1629080254,3,84,119258562.15
998,1215963822,2,84,119257792.92999999
999,1750384079,3,83,119091139.96000001
1000,1154496008,2,84,118975585.04999998
1001,1124561691,2,84,118933214.18999998
1002,1952614067,2,54,118724106.68
1003,1669915047,2,32,118695586.08000001
1004,1033165527,2,83,118629083.58
1005,1568583235,2,82,118612435.75
1006,1528642642,2,42,118576035.59
1007,1699843383,2,83,118574133.98000002
1008,1477607331,3,83,118535105.89999998
1009,1689742439,3,83,118463429.72999999
1010,1942264940,2,84,118348760.58999999
1011,1598717480,3,84,118344305.00999998
1012,1407877137,1,84,118123420.47999999
1013,1295822658,4,84,118093670.05000001
1014,1669030615,3,55,118020582.43
1015,1306801113,1,84,118019667.76
1016,1912510041,2,50,117964205.63000001
1017,1376598326,1,84,117956946.82000001
1018,1063480218,2,84,117865683.43000002
1019,1437526597,3,56,117865639.1
1020,1700886322,1,84,117814599.22000001
1021,1619148277,2,84,117726273.68999998
1022,1699840967,1,84,117713030.97
1023,1598875460,2,84,117666143.89999998
1024,1437230034,1,84,117594103.53
1025,1366785248,4,83,117535649.91000001
1026,1235574617,4,77,117431258.72
1027,1639204316,2,84,117340104.67
1028,1104856095,1,84,117237655.43999998
1029,1497217376,3,62,117185974.37999998
1030,1538451034,3,83,117145551.93999998
1031,1649833286,3,63,117026313.51
1032,1023678240,3,49,117018910.66000001
1033,1033201157,4,83,116882062.42000002
1034,1942270699,2,83,116823818.6
1035,1962579029,1,84,116549460.31
1036,1912553967,2,57,116546823.80999999
1037,1689744450,2,81,116520454.80999999
1038,1417011701,2,84,116449818.16999999
1039,1114081056,2,84,116409950.44
1040,1952347205,1,84,116409265.28
1041,1821294521,3,84,116353398.75
1042,1538264429,1,84,116315954.87
1043,1184786527,1,84,116269773.38
1044,1629560230,3,74,116241275.95
1045,1447601695,2,84,116157221.44000001
1046,1760454334,3,84,116083893.25999999
1047,1992006571,2,84,116022998.2
1048,1417186479,4,70,115894491.23
1049,1669470019,1,84,115731314.35000002
1050,1215914288,3,84,115713527.5
1051,1003989831,1,84,115609901.72
1052,1609365782,3,70,115442848.77999999
1053,1780800128,2,84,115265710.53
1054,1316023229,4,84,115254786.26
1055,1437125630,1,84,115081789.00999999
1056,1265912067,2,72,115052812.75999999
1057,1013093616,2,83,114960149.92
1058,1336245828,2,84,114904455.03
1059,1467661330,4,80,114543545.85999998
1060,1275583726,2,84,114533505.82
1061,1477854537,1,84,114481934.88000001
1062,1528137767,2,84,114324918.07
1063,1831236009,2,83,114202656.76
1064,1235290818,1,84,114164524.30000003
1065,1861903122,1,83,114132074.43999998
1066,1093254526,2,84,114055354.09
1067,1710105002,2,84,113894601.66999999
1068,1235413535,1,84,113757718.21
1069,1942345178,3,83,113522170.87000002
1070,1831218627,1,84,113470646.09
1071,1750802401,2,72,113293433.77
1072,1609096791,2,83,113207483.58
1073,1316097157,2,84,113155844.96
1074,1831397645,2,84,113119784.4
1075,1003268400,3,64,113059877.57000001
1076,1477086197,2,83,113058982.01
1077,1255617569,1,84,113057565.53999999
1078,1508815333,1,84,113024026.30999999
1079,1043368558,3,84,113020988.86999999
1080,1023354933,2,78,113013500.13
1081,1558392563,1,84,112943614.92
1082,1306068010,2,84,112859257.04
1083,1538195912,1,84,112830032.44
1084,1295994804,3,84,112804149.39999998
1085,1437714888,2,66,112699137.88000001
1086,1467447508,1,84,112669253.71
1087,1427055821,2,84,112632749.51
1088,1942537733,1,84,112480728.05999999
1089,1265867394,2,84,112441888.59
1090,1295876829,1,84,112366868.11
1091,1093740128,2,84,112331603.53999999
1092,1124306063,2,84,112261384.67999999
1093,1043293608,2,84,112189409.24
1094,1164553137,3,84,112100395.44999999
1095,1023096864,2,41,112043522.25999999
1096,1609923853,2,84,112014177.84
1097,1790237808,2,84,111974388.98000002
1098,1104174317,1,84,111774180.17999999
1099,1265742027,1,84,111615087.29999998
1100,1679970891,1,84,111591052.06
1101,1508955485,2,84,111407281.98
1102,1144266024,2,84,111347439.11
1103,1053339507,2,84,111267719.74000001
1104,1609156769,3,81,111262485.04
1105,1134245822,2,84,111037760.24000001
1106,1295870699,3,83,110950446.85000001
1107,1336293000,1,84,110942630.11
1108,1659768810,2,84,110935971.03999999
1109,1427007848,3,84,110822437.42000002
1110,1447297379,2,84,110582000.98
1111,1588840045,2,84,110559039.08999999
1112,1063428761,1,83,110479534.07000001
1113,1649495110,2,83,110462287.37
1114,1962404913,3,84,110271840.95999998
1115,1326091448,2,84,110266382.99000001
1116,1912166075,1,84,110162968.41000001
1117,1942217054,2,84,110158655.37999998
1118,1528478211,2,84,110123942.00999999
1119,1154354744,1,84,110090617.69000001
1120,1821323940,4,83,110032648.13000001
1121,1609983790,3,84,110015604.13
1122,1154503399,4,84,109979444.56
1123,1982637633,1,84,109935442.05999997
1124,1750824181,3,83,109889485.42
1125,1184684979,2,84,109528738.32
1126,1821170044,1,84,109435521.78000002
1127,1750431623,2,83,109382174.71
1128,1154748416,2,84,109333188.66999999
1129,1316061658,1,84,109240144.71000001
1130,1316983158,2,84,109231692.56
1131,1104981661,1,84,109219971.74000001
1132,1114052057,2,84,109155045.86
1133,1437500048,3,84,109121735.48000002
1134,1831116441,2,84,109073603.49000002
1135,1235797655,2,61,108781789.17999998
1136,1386705119,3,83,108767895.75
1137,1073887246,2,84,108741170.09000002
1138,1588937486,2,48,108675193.81
1139,1508856535,2,84,108634300.09999998
1140,1306952726,1,84,108535923.16999999
1141,1740232115,2,84,108473343.63999999
1142,1982610572,1,83,108414637.9
1143,1669017653,3,67,108360750.27000001
1144,1427616119,2,75,108325320.28000002
1145,1033124961,1,84,108181703.10999998
1146,1366519431,1,84,108181581.57
1147,1780791467,1,84,108130005.71
1148,1275566200,1,84,108101589.08999999
1149,1255468435,1,84,108091321.97
1150,1609869916,1,84,107942095.61000001
1151,1346579265,1,84,107914409.53
1152,1598820235,1,84,107893305.94999999
1153,1598830895,2,84,107832511.38
1154,1720125115,2,83,107748726.67
1155,1669499414,1,84,107650719.42000002
1156,1144760018,2,84,107550426.0
1157,1457478703,1,84,107526149.83999999
1158,1821201278,1,84,107479690.24000001
1159,1154736429,2,84,107385119.05
1160,1326695255,3,58,107363531.16
1161,1124032982,2,84,107342118.24000001
1162,1538157508,2,84,107307777.61
1163,1003991506,2,84,107202111.86999999
1164,1770690695,2,84,107154934.79
1165,1760707582,2,84,107115763.56
1166,1700949336,1,84,107109939.26
1167,1366866345,1,84,107098820.52000001
1168,1104859131,3,83,107066106.63000001
1169,1811920549,2,84,107016774.58999999
1170,1124158175,1,84,106932059.08000001
1171,1346330610,4,82,106854710.91
1172,1710066253,2,84,106817253.5
1173,1134500648,3,82,106694385.39999999
1174,1174546063,1,84,106567192.80000001
1175,1447645296,1,84,106565670.02
1176,1396774147,1,84,106555700.85999998
1177,1710932173,1,84,106554922.24
1178,1518018191,2,84,106537826.14999999
1179,1609953066,2,77,106522242.08
1180,1669825162,2,84,106409608.67
1181,1750369203,1,84,106201250.81999998
1182,1295023547,1,84,106171137.34
1183,1124187760,3,83,106133414.2
1184,1649836941,2,67,106096422.12
1185,1619020856,3,83,106083400.19
1186,1588785463,1,84,106024243.39999998
1187,1134393630,1,84,105969677.47000001
1188,1821341298,2,83,105955083.95999998
1189,1225327984,2,84,105947780.05999999
1190,1184999088,3,84,105932339.46
1191,1558365890,2,84,105897789.62
1192,1164483558,1,84,105872376.35
1193,1124236724,2,83,105817139.35
1194,1437197985,1,84,105673613.22
1195,1649577453,2,84,105669509.09000002
1196,1952476665,3,84,105648179.51
1197,1902144686,3,83,105464981.42999999
1198,1184709057,2,84,105447289.82999998
1199,1821194531,2,47,105402690.53
1200,1972523348,1,84,105326962.19999999
1201,1982643003,1,84,105259374.16000001
1202,1811946734,2,84,105247069.33
1203,1720147408,2,83,105237058.57000001
1204,1659406296,2,54,105147062.66
1205,1255468328,3,74,105136332.98
1206,1245520386,1,84,104950093.41000001
1207,1124342779,4,78,104604232.16
1208,1326657602,2,83,104567392.92999999
1209,1770006728,2,81,104474163.56
1210,1326058223,1,84,104429294.78000002
1211,1881129781,1,84,104356274.38000001
1212,1174758478,2,84,104057336.92000002
1213,1528017142,2,84,104048606.58
1214,1467505073,1,84,104015940.03
1215,1043498363,2,72,103996614.61999997
1216,1255874087,2,82,103966706.96
1217,1932271632,2,84,103846798.05
1218,1407063217,2,84,103808964.62
1219,1881679751,1,84,103807422.91999999
1220,1245370808,3,83,103759360.76
1221,1598708513,2,84,103738165.44
1222,1700061314,1,84,103716923.01000002
1223,1699774646,1,84,103665791.92000002
1224,1053373480,2,84,103536995.46999998
1225,1245289214,3,84,103495169.42000002
1226,1477554814,3,84,103470239.39
1227,1992867527,4,80,103461013.24000001
1228,1184624728,2,84,103292898.47999999
1229,1619090784,2,84,103223239.74
1230,1083920755,1,84,103048418.36
1231,1669456257,3,84,102893729.64
1232,1619009123,3,77,102813261.16
1233,1982747671,3,84,102799884.38
1234,1396750840,1,84,102746649.66
1235,1366425274,2,84,102711485.59000002
1236,1174620116,1,84,102566841.25999998
1237,1396887543,3,83,102564264.69000001
1238,1326188509,3,83,102511986.55999999
1239,1053608265,3,83,102499217.09000002
1240,1043263080,2,84,102446976.51000002
1241,1043387152,2,84,102437950.33999999
1242,1871516799,2,84,102395508.66
1243,1215936927,2,84,102251527.53
1244,1588656268,3,84,102098290.55999999
1245,1154730828,1,84,102007861.94999999
1246,1336135912,2,84,101971312.92
1247,1720017528,2,84,101964848.37000002
1248,1598868655,1,84,101923688.53
1249,1366527111,2,84,101921263.5
1250,1275646309,3,84,101882705.35
1251,1922512094,3,68,101812824.83
1252,1598707002,1,84,101784569.36000001
1253,1306303680,3,62,101668631.78999999
1254,1346483435,2,84,101613272.66
1255,1922352582,3,83,101549961.32000001
1256,1376587113,3,84,101478965.99000001
1257,1932580370,2,83,101461061.05999999
1258,1609947845,1,84,101287940.83
1259,1184654923,2,84,101262273.57000001
1260,1518012301,1,84,101236595.11000001
1261,1700099959,2,84,101039801.30000001
1262,1679627863,1,84,100997128.06
1263,1619923919,2,84,100963273.52999999
1264,1013395458,2,84,100841846.52
1265,1942617600,1,84,100798154.52999999
1266,1013924372,1,84,100784879.46000002
1267,1700012101,1,84,100780305.93
1268,1124132154,1,84,100707703.68
1269,1467522284,4,84,100635657.69
1270,1235125055,2,83,100416360.52000001
1271,1154433233,1,84,100393705.57000001
1272,1184009235,2,83,100345427.64
1273,1891246971,1,84,100276814.61
1274,1669445946,1,80,100268359.22999999
1275,1285874826,2,84,100246977.25
1276,1922495340,3,83,100188798.80000001
1277,1720251788,1,84,100188352.69000003
1278,1720042583,3,84,100025198.14
1279,1881793750,1,84,99953812.04
1280,1194975326,2,84,99950853.98
1281,1427379114,2,84,99756548.44999999
1282,1588744015,3,83,99642919.33999999
1283,1134467673,2,84,99613561.69
1284,1215076567,1,84,99379681.89000002
1285,1922026996,2,84,99367370.63000001
1286,1528423589,2,83,99341010.99999999
1287,1134194038,2,84,99194035.75
1288,1710959457,2,84,99162330.74
1289,1669897385,1,84,99101815.22999999
1290,1255447942,1,84,99057894.96999998
1291,1821035940,1,84,98992726.35
1292,1083146013,2,84,98988529.56999998
1293,1780806828,3,84,98938037.18999998
1294,1811301773,1,84,98928683.48
1295,1043204316,1,84,98916599.14000002
1296,1871888990,2,84,98836710.6
1297,1487740957,2,84,98827737.85999998
1298,1629134663,3,84,98780710.06
1299,1447314513,1,84,98747403.84
1300,1710064811,3,84,98742097.88999999
1301,1942241146,1,84,98721753.87
1302,1447335930,1,84,98586530.0
1303,1841764214,2,46,98568045.32000001
1304,1205883717,2,84,98540390.99000001
1305,1760445373,3,84,98435282.46000001
1306,1356444814,3,84,98411420.13
1307,1457396541,2,84,98371011.69000001
1308,1518004233,2,84,98360294.22
1309,1518996354,2,84,98350208.27
1310,1528059805,2,83,98334406.09
1311,1831544410,2,84,98278186.39000002
1312,1831132133,2,84,98257138.38
1313,1235134024,2,84,98249553.97
1314,1760420186,2,84,98154581.08999999
1315,1902839673,1,84,98117533.44000001
1316,1487885976,1,84,98106749.03999999
1317,1538244918,2,84,98069012.54
1318,1427536325,3,77,98061395.95
1319,1992145916,1,84,98045066.54999998
1320,1285755579,2,83,98040037.30000001
1321,1972949980,2,83,98024415.18999998
1322,1679570980,3,83,97957471.70999998
1323,1578712204,3,83,97948454.51
1324,1134538713,1,84,97915562.85000001
1325,1669878914,3,51,97812915.09000002
1326,1558302570,2,84,97770973.03
1327,1013981554,3,83,97765828.01999998
1328,1033156567,1,84,97763934.32000001
1329,1265543706,2,84,97725477.24999999
1330,1952923179,2,51,97710696.21
1331,1306871223,3,84,97652683.21999998
1332,1134128820,2,84,97624776.29000002
1333,1134212442,3,83,97605832.60000001
1334,1164807533,2,83,97575255.7
1335,1629184296,1,84,97575129.16000001
1336,1427131424,2,84,97486241.97000001
1337,1629199351,2,84,97455703.61999999
1338,1811055957,1,83,97398747.58
1339,1689699837,1,84,97296280.97
1340,1972541498,2,84,97278520.31000002
1341,1730169756,2,84,97266767.96000001
1342,1033328596,3,55,97170422.97
1343,1972658128,3,81,97097117.29
1344,1912099219,2,83,97051984.63000001
