,billing_npi,n_changepoints,nonzero_months,total_spending
1345,1932561198,1,84,97050303.08
1346,1053648774,1,84,97020258.15
1347,1235569112,2,83,97012019.85000001
1348,1508266347,2,84,96931383.08999999
1349,1790813095,2,82,96882459.0
1350,1447348172,2,84,96846184.34
1351,1922125244,2,84,96845060.9
1352,1760794044,2,84,96774062.59
1353,1588656946,3,84,96772458.03999999
1354,1871647560,3,83,96728734.38000001
1355,1992863583,2,49,96697757.22000001
1356,1801869250,4,42,96611716.21
1357,1023464401,2,84,96562650.43
1358,1215003603,2,84,96562594.67999999
1359,1750354619,2,84,96549644.99999999
1360,1316306897,1,84,96523535.05
1361,1427070168,4,82,96484827.06
1362,1528248085,1,84,96450715.3
1363,1073665360,2,83,96237891.08000001
1364,1306299714,3,74,96166655.14
1365,1619040284,1,84,96032783.85
1366,1710427323,2,84,96015085.81000002
1367,1962879197,2,84,95979814.96
1368,1043420656,3,83,95902021.53999999
1369,1265796098,3,84,95882806.08
1370,1740586205,1,84,95866714.34999998
1371,1669451944,1,84,95864768.35000002
1372,1811021090,1,84,95777037.77
1373,1881751865,2,84,95750887.38999999
1374,1770581894,3,84,95737525.16
1375,1407909930,2,84,95656297.45000002
1376,1689282147,1,49,95608949.88
1377,1548393127,2,84,95561063.14000002
1378,1962568477,2,84,95506675.15000002
1379,1649631086,2,84,95466085.00999999
1380,1629456900,1,84,95313752.93
1381,1811376395,2,84,95290598.61999999
1382,1699703686,1,84,95289842.16999999
1383,1366847410,2,84,95150379.23
1384,1134227606,2,84,95128314.28999999
1385,1588756530,2,84,95109191.78999999
1386,1316066566,3,84,95050689.88
1387,1780195255,3,81,95016416.52
1388,1881658276,2,84,94926295.17
1389,1477569838,2,84,94833899.22000001
1390,1750343216,2,84,94782941.97
1391,1912567884,2,59,94780788.65
1392,1063406551,4,84,94749944.2
1393,1396086559,6,71,94702299.97000003
1394,1124595764,3,65,94639426.58
1395,1013146786,1,84,94425461.46000001
1396,1487601837,2,83,94380870.78999999
1397,1194848853,2,84,94375188.08000001
1398,1427007384,1,84,94317281.86000003
1399,1033157821,1,84,94269982.46000001
1400,1003965344,1,84,94235955.72999999
1401,1093974065,1,84,94193940.98
1402,1215903018,1,83,94181341.25999999
1403,1073518007,1,84,94155936.03999998
1404,1508239450,2,84,94048806.38
1405,1619987302,1,84,93989165.84
1406,1760667182,2,84,93975112.69000001
1407,1992012306,2,84,93968811.49000001
1408,1760452122,2,84,93924616.56
1409,1518135599,3,83,93903917.44000001
1410,1700154226,2,84,93892528.42000002
1411,1699754010,2,83,93848696.88000001
1412,1013952597,1,84,93819530.67999999
1413,1285006379,1,84,93792245.18
1414,1164481289,2,73,93769334.14
1415,1265462659,2,84,93591878.17000002
1416,1881946564,3,83,93564347.23
1417,1649244138,1,84,93563218.02
1418,1730502725,3,84,93479151.63
1419,1194996280,1,84,93466638.48
1420,1780705376,2,79,93265851.56
1421,1063436624,2,84,93237647.02
1422,1013062769,1,84,93219954.04000002
1423,1790835635,2,84,93186765.65
1424,1912155516,1,84,93156915.23
1425,1851539126,3,83,93139990.32
1426,1003033085,1,84,93087291.28999998
1427,1366407603,2,84,93036206.76
1428,1619011889,2,84,93006429.97999997
1429,1366539421,2,84,92984395.39
1430,1609024397,2,84,92882690.69999999
1431,1851396576,2,84,92812224.87
1432,1104848134,2,84,92740498.24
1433,1922448984,2,84,92721489.41000001
1434,1326046467,1,84,92672771.61000001
1435,1164409926,1,84,92634447.22999999
1436,1679560502,1,84,92533559.03
1437,1548507296,2,55,92488642.75999999
1438,1982715496,2,84,92449232.86
1439,1477671535,1,83,92207107.80999999
1440,1609983907,1,84,92137057.9
1441,1861423329,2,58,92026298.86999999
1442,1699874248,3,84,92015584.50000001
1443,1194194498,2,84,91977296.89999999
1444,1639111057,2,84,91918469.96
1445,1689755662,3,75,91912229.69
1446,1245248939,1,84,91910168.85000001
1447,1720159676,1,84,91879659.72
1448,1518406636,2,51,91801787.38
1449,1427136555,1,84,91799354.3
1450,1922141167,2,54,91669136.82
1451,1215129168,1,84,91665611.79999998
1452,1306955026,1,84,91632786.33000001
1453,1821011248,2,72,91619389.16999999
1454,1184046187,1,84,91615801.45
1455,1710294368,4,84,91583205.03
1456,1861154130,2,33,91465934.84
1457,1063568574,2,84,91458754.71
1458,1609915784,1,84,91439151.77
1459,1578199238,2,60,91421860.26
1460,1194026898,2,84,91404516.18999998
1461,1225085319,2,84,91335249.91
1462,1891026662,1,84,91301352.3
1463,1083738868,2,83,91267278.62
1464,1609947027,2,84,91246151.34
1465,1144336181,3,84,91185937.49
1466,1295285609,2,78,91008354.05
1467,1427335140,1,84,91002412.42
1468,1922368166,2,84,90959134.32000001
1469,1699756221,2,84,90941774.42000002
1470,1679570113,3,83,90907597.64
1471,1386643294,4,84,90775894.61
1472,1073811378,2,84,90748230.36
1473,1275937518,2,78,90719718.81000002
1474,1679035232,2,58,90637713.92
1475,1942370762,4,84,90594376.92
1476,1306386701,2,84,90589324.43
1477,1336107838,4,84,90536996.74
1478,1013994359,2,84,90407901.29999997
1479,1902067440,2,84,90370539.19
1480,1972004489,3,75,90317792.49
1481,1235363052,2,84,90305583.42999999
1482,1598144362,1,84,90219064.26
1483,1508990490,2,83,90176203.30999999
1484,1376544320,3,84,90099302.79999998
1485,1427125632,1,84,89982771.05999999
1486,1477615656,3,55,89894504.04
1487,1588708648,3,83,89885306.17999999
1488,1346297843,2,84,89789150.45000002
1489,1295887560,2,84,89711370.77
1490,1598729014,2,84,89466017.9
1491,1629075734,1,84,89429061.66
1492,1487683546,3,83,89122113.75999999
1493,1265507917,2,82,89097242.88
1494,1790727543,1,84,89073685.35
1495,1902137409,3,84,88985243.25
1496,1932130952,2,84,88949592.54
1497,1578545273,2,84,88934698.26
1498,1487187704,4,64,88809310.91
1499,1780057398,2,40,88684551.4
1500,1902937212,2,80,88683120.69
1501,1437255155,3,84,88664609.44999999
1502,1053357244,3,84,88646626.27000001
1503,1265542765,1,84,88634717.61000001
1504,1760476659,3,84,88611677.01999998
1505,1679558670,2,84,88575495.88000001
1506,1932197258,3,83,88461128.99000001
1507,1730454083,2,80,88449950.4
1508,1982620399,2,82,88265679.77000001
1509,1013010917,1,84,88246779.99000001
1510,1609931583,3,83,88208919.28999999
1511,1437119310,2,84,88195992.41
1512,1629292644,2,83,88188602.8
1513,1346321643,1,84,88036914.55
1514,1265758452,2,84,88019551.17
1515,1356496772,1,84,88009280.72999999
1516,1770810863,2,84,87986644.64000002
1517,1609300854,3,80,87922726.02
1518,1578620449,2,84,87920769.58
1519,1366511800,5,75,87906484.37
1520,1194177345,2,84,87901622.71999998
1521,1912079328,1,84,87855953.22000003
1522,1255354130,2,84,87763706.79999998
1523,1598882136,1,67,87742934.73
1524,1366459570,1,84,87684719.59
1525,1235517723,3,82,87649092.45
1526,1558355305,1,84,87633372.0
1527,1144731605,3,31,87610755.59
1528,1780669200,2,84,87610069.7
1529,1861738874,1,84,87571013.17
1530,1992837173,3,84,87560736.61
1531,1346572690,1,84,87427355.22
1532,1073606901,2,84,87404817.68
1533,1811018898,3,53,87333155.11
1534,1629269618,3,84,87304231.80999999
1535,1124012877,4,74,87284266.86999999
1536,1447299797,3,84,87270473.81999998
1537,1588606305,1,84,87219901.81999998
1538,1477549756,2,84,87191047.96
1539,1386706638,3,59,87075722.39000002
1540,1881841120,2,84,87051366.89
1541,1205251170,2,84,87047150.56000002
1542,1366433195,2,84,86974147.21
1543,1003160391,3,83,86941135.94999999
1544,1114984671,2,84,86938244.14
1545,1841328853,2,84,86936219.52000001
1546,1649726738,1,84,86906306.24
1547,1568403111,2,84,86900487.03999999
1548,1245387943,1,84,86880987.04999998
1549,1952307530,1,84,86801998.99999999
1550,1932193224,1,84,86782077.05999999
1551,1013463314,1,84,86697158.78
1552,1770662348,2,82,86669794.66999999
1553,1205882503,2,84,86659439.75999999
1554,1639240971,2,84,86612426.65
1555,1225159064,3,83,86592785.22
1556,1548505290,2,84,86403705.41000001
1557,1235355835,3,84,86335600.41
1558,1174642490,2,83,86287324.56000002
1559,1679861413,2,83,86190870.69000001
1560,1265423917,1,84,86154935.4
1561,1629148853,2,84,86082537.29
1562,1467560599,2,84,86029440.57999998
1563,1083743678,1,84,86002696.75
1564,1700290301,2,84,85921739.37
1565,1023239886,1,84,85918534.71999998
1566,1245350040,1,84,85908118.22000001
1567,1134117393,2,84,85872672.92999999
1568,1861439952,1,84,85825563.16999999
1569,1730234931,3,83,85820609.72
1570,1982705661,2,66,85809581.25999999
1571,1104956390,2,84,85797527.58999999
1572,1861480048,1,84,85769063.36
1573,1295819605,2,78,85756450.88
1574,1063586071,2,84,85701681.75000001
1575,1508835828,1,84,85634921.61
1576,1568525640,2,83,85630919.08
1577,1699828970,3,84,85622013.11
1578,1437150984,1,84,85538403.71
1579,1578739769,3,64,85486635.14999999
1580,1609129402,1,84,85468494.89999999
1581,1619279940,1,84,85370809.25
1582,1649377359,1,84,85334058.93
1583,1043361744,3,84,85333166.57
1584,1073992251,3,83,85304325.42000002
1585,1619400058,3,72,85203167.14
1586,1609229764,1,84,85185677.36000001
1587,1194859306,2,83,85171983.41
1588,1598042475,2,53,85140240.25
1589,1790872380,3,54,85035031.32
1590,1366508897,1,83,85006204.52999999
1591,1033142948,1,84,85000689.8
1592,1730205675,2,83,84979067.47
1593,1003813718,3,83,84921535.22000003
1594,1174964738,4,56,84901334.7
1595,1306825997,2,84,84881259.47999999
1596,1578013256,2,84,84875285.39999999
1597,1033138250,1,84,84853325.95
1598,1376949503,2,84,84753418.73999998
1599,1598238248,3,64,84688407.14999999
1600,1962091173,2,63,84685263.48
1601,1033288626,2,83,84675512.88
1602,1013074509,2,84,84655772.91000001
1603,1114307428,2,84,84647171.45000002
1604,1477902641,3,84,84617811.45
1605,1770528317,2,84,84608707.18
1606,1922138841,1,84,84600598.19999999
1607,1750381281,1,84,84569432.99999999
1608,1962765693,3,84,84562148.21000001
1609,1417028804,4,53,84525869.58
1610,1033143706,3,83,84488940.68
1611,1346249430,1,84,84469762.20000002
1612,1730132234,1,84,84447661.74999999
1613,1841344991,2,83,84439248.69000003
1614,1386709871,2,84,84414192.56
1615,1356951503,2,83,84406101.16
1616,1497257851,4,79,84365265.37999998
1617,1689615296,3,83,84351953.81999998
1618,1992789721,2,84,84338956.86000001
1619,1679651319,1,84,84319409.08000001
1620,1356583876,1,84,84193297.07000001
1621,1992708176,1,84,84190127.17
1622,1407443245,3,83,84181411.86999999
1623,1124460548,3,73,84142954.33000001
1624,1154352532,1,83,84137791.52000001
1625,1477649119,2,84,84093724.01
1626,1033293097,1,84,84071976.18
1627,1760779045,3,83,84039662.22
1628,1851370910,1,84,84015637.50000001
1629,1144768458,2,84,83982004.9
1630,1104032309,2,83,83978891.49
1631,1003213752,4,79,83951706.44999999
1632,1477004604,4,80,83935326.30000001
1633,1144682873,3,66,83916779.79
1634,1730481318,3,84,83897608.96
1635,1912041922,2,82,83887432.84
1636,1003957267,2,84,83879659.25
1637,1811526684,2,51,83874101.97000001
1638,1871738153,1,84,83822069.16
1639,1174749113,2,83,83773852.75
1640,1811213994,3,84,83744647.96000001
1641,1336338763,5,83,83741367.68
1642,1992701429,2,84,83709363.66
1643,1922484146,3,80,83687650.07
1644,1114367497,2,84,83678523.26
1645,1104803444,2,82,83668361.41
1646,1295021426,4,83,83616147.26
1647,1851834501,2,79,83583960.73
1648,1902404049,2,83,83574407.21999998
1649,1720537178,3,84,83544092.66999997
1650,1659347623,1,84,83498531.21999998
1651,1104090836,1,84,83421437.25999999
1652,1073972097,3,83,83414959.48000002
1653,1144384389,1,84,83327697.53000002
1654,1619023488,2,84,83283187.64
1655,1578560090,3,84,83208313.16
1656,1083615991,1,84,83185974.36
1657,1619295516,2,84,83073183.72
1658,1346328507,4,84,83046127.48
1659,1134274897,1,84,83040190.75
1660,1588663769,2,84,83035207.96000002
1661,1962464016,1,84,83034455.12
1662,1043294358,3,83,83030171.93000002
1663,1891182473,2,82,83021838.75999999
1664,1164426896,1,84,82995125.39
1665,1053467779,1,84,82964748.05999999
1666,1720177066,1,84,82873611.33
1667,1447283270,1,84,82833957.41
1668,1386704393,2,82,82819143.07
1669,1548787716,3,80,82755676.9
1670,1780286781,3,56,82713054.90999998
1671,1932411493,2,81,82709034.94
1672,1013995133,4,84,82601425.40000002
1673,1376694869,3,84,82493171.34999998
1674,1558759498,2,84,82413382.19999999
1675,1437214335,1,84,82385292.34000002
1676,1063433720,3,84,82346645.89
1677,1487644993,1,84,82286446.32
1678,1720142557,1,84,82269748.35000001
1679,1700064276,2,81,82246206.36
1680,1770092892,2,84,82226892.63000001
1681,1245246644,1,84,82194368.58
1682,1982615043,1,84,82159447.56
1683,1770934374,3,77,82079342.83000001
1684,1285971887,1,84,82037953.58
1685,1265578439,4,82,82031227.62
1686,1992702955,3,83,81903257.34
1687,1962731570,2,84,81899583.44999999
1688,1598799124,2,84,81891020.53
1689,1669401816,2,84,81839286.03
1690,1639384282,2,83,81814332.07999998
1691,1801131289,3,82,81759784.71000001
1692,1710057500,1,84,81749291.97
1693,1780667923,2,84,81727050.72999999
1694,1518983642,1,84,81689609.8
1695,1134178999,1,84,81654373.55999999
1696,1225041809,1,84,81629554.17
1697,1043243140,2,83,81613502.48
1698,1609194000,2,84,81574491.15
1699,1760721393,3,43,81549979.82000001
1700,1295001576,2,84,81527791.77999999
1701,1831361773,2,84,81435445.23000002
1702,1992190151,1,84,81338784.89999999
1703,1861430555,1,84,81337828.58000001
1704,1689638488,2,84,81315912.58000001
1705,1124136593,1,84,81314231.59
1706,1164460820,2,84,81312571.63000001
1707,1841498060,1,84,81288638.22
1708,1447391719,2,84,81283244.82
1709,1881733830,1,84,81266144.95
1710,1013042480,2,84,81263479.25999999
1711,1851458566,3,82,81181015.30999999
1712,1356390264,2,84,81158249.60999998
1713,1710045364,1,84,81157700.18999998
1714,1902805245,3,77,81129636.02999999
1715,1215158779,2,84,81047216.69
1716,1588085633,2,33,81038629.09
1717,1437213865,2,84,81031949.72999999
1718,1740554229,2,78,80983342.03999999
1719,1750373908,1,84,80981087.63999999
1720,1447231956,1,84,80889971.86
1721,1629475413,2,84,80888029.92
1722,1114014685,1,84,80816437.13
1723,1972877017,2,84,80802427.19999999
1724,1548356207,4,83,80783685.03
1725,1184639973,2,84,80662208.40000002
1726,1821537093,2,84,80660184.54999998
1727,1245365196,2,84,80653778.39999999
1728,1538122445,2,84,80582127.78999999
1729,1720194053,3,84,80486205.2
1730,1548474091,3,83,80479365.82000001
1731,1578680310,1,84,80280940.61
1732,1942288527,2,84,80247468.57
1733,1942644661,3,74,80242427.69000003
