,cluster,count,total_paid_median,total_paid_mean,total_paid_std,total_claims_median,total_claims_mean,total_claims_std,paid_per_claim_median,paid_per_claim_mean,paid_per_claim_std,paid_per_beneficiary_median,paid_per_beneficiary_mean,paid_per_beneficiary_std,n_unique_hcpcs_median,n_unique_hcpcs_mean,n_unique_hcpcs_std,n_servicing_npis_median,n_servicing_npis_mean,n_servicing_npis_std,n_years_active_median,n_years_active_mean,n_years_active_std,n_months_active_median,n_months_active_mean,n_months_active_std
976,975,126,2758079.29,6149488.978650795,10208703.75233095,60732.0,115702.53174603175,181796.51772263128,51.1316217165578,50.25153758777076,18.15730939545349,53.339434020504086,54.235153027426804,21.18513977833586,8.0,8.587301587301587,3.9825014074470158,37.0,60.007936507936506,115.91151770427275,7.0,5.76984126984127,1.8337402145896176,75.5,63.611111111111114,24.53665738350592
977,976,280,321833.85000000003,1083603.244464286,2727585.961998486,6699.0,18117.628571428573,35197.97844020757,50.20785583855609,53.12570368753973,21.60376849874669,55.391677007614646,58.34829079763712,23.83234725925262,5.0,5.7214285714285715,1.6915046308025958,1.0,14.667857142857143,24.99018522137988,7.0,5.553571428571429,1.8464306636309205,63.5,56.94642857142857,24.732417195200707
978,977,201,237029.85,1644796.052587065,4042512.236451203,3544.0,23435.512437810947,51900.70969371321,68.62665937072504,68.1162250136777,25.041013236685497,76.1724154209284,73.4529721625006,26.934768113485152,4.0,4.6318407960199,2.003442311255146,1.0,12.208955223880597,26.51482829291915,5.0,4.537313432835821,2.183998797222346,36.0,43.288557213930346,28.583497308901162
979,978,186,426725.35,1364526.1040860217,2195742.1345562474,7175.5,19824.075268817203,29783.636698329636,61.88195023649576,65.18549359620756,19.224324779228496,68.36212288388933,71.06562173166195,19.896022411680963,4.0,4.532258064516129,1.0301048270270066,1.0,17.129032258064516,23.817198331367855,6.0,5.311827956989247,1.9478525646168552,61.0,56.005376344086024,25.996568861299792
980,979,115,1929.37,6956.742000000001,17760.64844468431,86.0,310.6608695652174,788.4080883693771,28.437354838709677,32.45271027255331,20.108326386012816,29.557566433566432,33.78607966824761,20.761591480481105,2.0,2.356521739130435,0.9476777188125668,1.0,1.182608695652174,1.8852270033896905,1.0,2.0782608695652174,1.5226236940906497,3.0,7.756521739130434,10.896314606604486
981,980,107,191484.97000000003,937060.8331775701,3982734.3551218254,2873.0,12852.682242990653,71427.43057244252,54.30953549309196,101.96186891569934,204.38440315010186,62.67170766319772,173.6668194712648,473.09119154466157,4.0,4.373831775700935,1.6455965511538548,1.0,2.925233644859813,5.768654619938716,5.0,5.130841121495327,1.8888157023749967,45.0,47.467289719626166,25.9179830324791
982,981,332,14017.300000000001,179606.64843373495,1596040.4447622024,815.5,3884.289156626506,14046.575319061989,18.917805234277147,26.86758646642822,36.33453449228526,23.542573584364572,34.59102885164193,46.38390073884704,4.0,5.626506024096385,5.623560372200364,1.0,1.6144578313253013,1.6049871317491835,4.0,4.213855421686747,2.014911380252898,22.5,32.045180722891565,25.728087927913645
983,982,378,37880.56,158203.6523280423,477815.3226745359,2940.5,10284.468253968254,34507.161593064484,13.314849572936108,19.860099480180477,38.2016193642708,18.980548857876617,30.97958902414647,62.08919668450069,6.0,8.492063492063492,7.876109023079755,1.0,3.867724867724868,8.888848890483024,6.0,5.216931216931217,1.8826385627945297,46.0,47.383597883597886,25.703439185445387
984,983,104,98497.945,277370.01711538463,990393.5517101572,5693.0,10506.048076923076,12619.324904919384,17.785365744495728,29.455699094881986,66.31841029780873,21.951750916140625,41.0766953468724,111.77611400426811,9.0,10.98076923076923,6.2783040954672265,1.0,2.4423076923076925,3.039631183161698,7.0,5.5673076923076925,1.857884918509672,64.0,55.56730769230769,26.537668565178823
985,984,211,4666.47,126177.08990521326,1103686.8509337816,408.0,5534.800947867298,54885.52090043939,14.225723039215687,19.40482634781381,20.463316404633655,16.01544151565074,27.724283963790658,49.55384247669103,2.0,2.8199052132701423,1.4127925708027869,1.0,1.838862559241706,6.983832120048391,3.0,3.744075829383886,2.012082662775456,16.0,22.677725118483412,20.716462893077836
986,985,334,4641460.715,12657561.888353294,26108718.881620795,28153.5,76982.36826347305,130930.95772626206,164.94100451649388,242.23047850059,463.77082838346706,1563.184511993968,1761.718793370848,1368.6301987137924,6.0,8.505988023952096,6.678702654033733,1.0,1.218562874251497,2.878440576195669,4.0,4.416167664670659,1.5893344732623853,47.0,46.47604790419162,20.720165308223304
987,986,389,2656298.1399999997,16459871.589357324,45304419.69476175,18671.0,81822.47300771208,162683.05563643892,117.71739130434783,254.52625698190243,396.44617968752755,310.06394197098547,1004.6054412607399,1740.0228050977062,4.0,4.4910025706940875,2.269939431612496,1.0,1.9408740359897172,6.099188745874608,7.0,5.092544987146529,2.2214212389324595,69.0,55.1439588688946,29.606958741762835
988,987,415,3864.71,49972.929975903615,281799.25397028035,207.0,1760.2939759036144,6924.140222902253,23.770333333333337,24.577246544156857,12.397996575036068,24.7369387755102,26.185172335000487,13.201537265305571,2.0,2.9397590361445785,2.2140820585710133,1.0,1.5060240963855422,2.8436448933738725,3.0,3.3036144578313253,1.979206264020823,9.0,17.149397590361446,20.11889402972295
989,988,327,19650.55,486703.5363608562,1849503.6333997222,626.0,7460.681957186544,24263.71218816429,41.42515454545455,77.87600272929467,161.0404458887494,49.37206717557252,160.13525618676346,420.4905969472931,3.0,4.990825688073395,6.47339351107878,1.0,2.085626911314985,4.4223367939669185,3.0,3.5596330275229358,2.1339982031800684,16.0,26.446483180428135,26.184269938176005
990,989,635,3566767.0799999996,9492659.128346456,25930690.77606804,56464.0,208573.5496062992,443891.421974675,53.643184553185776,83.49084060366918,125.39708298348116,135.11397829232993,267.001502306989,487.8559779371249,12.0,14.018897637795275,9.403148444836193,5.0,18.176377952755907,47.0328136622993,7.0,5.730708661417323,1.8273039478496909,73.0,61.036220472440945,26.594399653839933
991,990,152,208.835,433.1210526315789,653.7374704226813,25.5,58.2828947368421,186.863034366771,10.165833333333332,11.210681090507626,8.145834110434496,10.618951434878587,11.710361729605046,8.375325664299414,1.0,1.131578947368421,0.5106055426805537,1.0,1.0526315789473684,0.49886591496650706,1.0,1.5986842105263157,0.950843950129246,2.0,2.9210526315789473,3.8438500218646805
992,991,106,214.365,413.70622641509436,776.6915621439597,26.5,3267.933962264151,33226.21204131829,10.476607142857144,10.900094774764883,7.971970210227117,11.5,11.568792573504064,8.432499791444346,1.0,1.1037735849056605,0.5508304601844606,1.0,2.556603773584906,15.539246895203112,1.0,1.669811320754717,1.0394293133226655,2.0,3.3867924528301887,8.337603577958145
993,992,179,206.84,377.09189944134084,559.5706500571315,24.0,74.85474860335195,354.05303531704334,11.26,11.223948428591212,7.180206575950834,11.491666666666667,11.623006782728822,7.535482215762936,1.0,1.1899441340782122,0.7700207914942131,1.0,1.0335195530726258,0.5986824610945861,1.0,1.553072625698324,0.99506029983808,1.0,3.0279329608938546,5.970367055885026
994,993,146,1496442.325,15131899.363630138,27150925.439161424,7713.0,118758.72602739726,212249.2436153541,146.22795298321307,440.8547945162627,583.9621179320521,1357.8081384241093,1624.5681692193448,1295.8205434272647,2.0,8.17123287671233,32.631137993416544,1.0,8.58904109589041,56.563625601115206,5.0,4.719178082191781,2.2244508060997163,48.5,47.21917808219178,30.939873425656646
995,994,139,350985.21,8517867.332517983,76775520.70268585,956.0,267154.3669064748,2919104.1026715296,680.9579163108455,642.9295297853608,603.3548438614271,1072.1836813922357,792.8694107739717,732.6074733441867,1.0,5.381294964028777,27.462067562961394,1.0,7.0647482014388485,57.45246411045968,4.0,3.9928057553956835,2.171943639264275,28.0,34.460431654676256,27.41502449257096
996,995,335,2295664.9500000007,4973772.764686567,8636798.744352536,4844.0,27936.435820895524,80940.06658097608,268.8235294117647,784.0138763376842,975.6686233267629,1297.0271250292492,1512.330586117394,1293.305423558818,1.0,2.023880597014925,3.470064001905002,1.0,2.1014925373134328,3.678123241550507,6.0,4.602985074626866,2.3914750133123923,52.0,46.483582089552236,31.848239486472444
997,996,250,2729230.08,12168784.811479999,28213420.921428595,13999.5,72344.024,214092.60881085356,195.6849674117206,385.3859333512854,679.8768342736267,1991.4814961802651,2361.24408687245,1998.2945362719654,2.0,2.856,2.5591916394419396,1.0,1.048,0.34375670858733004,5.0,4.472,2.4332898714278928,49.0,46.204,32.13004424167337
998,997,125,4025915.1,12165877.74872,19379496.4070424,34338.0,82378.464,129396.62834557293,124.16418320778578,231.26207294812951,407.4379750816014,1457.615429362881,1938.6416677470472,2046.4222553200711,3.0,3.552,2.065289169786814,1.0,1.408,2.16309217139157,7.0,4.96,2.315446031023105,65.0,53.608,30.751579031055066
999,998,763,41334.5,202175.987457405,978639.0448034181,1545.0,5736.824377457405,16581.853841538188,35.584,44.13113285589328,125.60030638708349,40.42712630359212,52.631265883423715,134.25816025471914,7.0,8.203145478374836,6.3854239003330475,1.0,2.326343381389253,5.574800409316807,3.0,3.7562254259501966,2.071129482901347,21.0,30.568807339449542,25.54629212799932
1000,999,232,216460.025,679097.7259482759,2235336.4110433958,10868.5,25414.616379310344,53221.492842747655,22.559126973977552,28.62415743589946,29.369953154876885,53.120724652825416,66.93782116863431,104.78630632385257,9.0,11.47844827586207,7.37607347573158,2.0,4.163793103448276,11.538712529948205,6.0,5.116379310344827,2.010640266120033,50.5,48.935344827586206,27.113201060406936
1001,1000,286,44159.185,181990.62017482516,365797.52265867667,267.5,855.8636363636364,1385.2401523148706,200.83202175302796,252.5006334106958,252.8297124928823,258.7656988067687,326.19104474878344,327.92047987686055,2.0,1.9965034965034965,1.2495564174292426,1.0,1.0769230769230769,0.6813497757166254,3.0,3.8846153846153846,2.3374842584645354,12.0,22.458041958041957,24.0181946020531
1002,1001,110,443533.95999999996,740201.9011818181,1128092.9137647867,2081.5,3004.081818181818,3587.524668922167,187.17731496132848,239.33772177194726,209.880491882045,254.21165737514514,306.5009984854321,249.14721177870933,4.0,4.2,2.9453742305177744,1.0,1.9272727272727272,2.5833236926649836,6.5,5.4818181818181815,1.904758975731495,57.0,48.345454545454544,29.00567371376949
1003,1002,138,1720541.7650000001,5346655.812463768,13879412.546208013,9000.0,21956.507246376812,37639.13604938007,199.7402503657139,224.47603472960523,188.84825231971865,649.2358256174359,742.3082837106128,591.1576236124943,2.0,2.3405797101449277,1.5018060990997972,1.0,1.2536231884057971,1.5333832361635564,6.0,5.101449275362318,1.982735171469442,51.0,52.73913043478261,26.852477314476374
1004,1003,512,41217.13,519807.84509765625,3647546.9256854374,1189.5,7501.8828125,35660.08915757138,42.42799767818628,48.25127570387771,48.948161862625525,46.73203426353773,73.14727648908587,248.4622697931342,5.0,6.30859375,5.798853079714765,1.0,4.95703125,16.31448845765718,5.0,4.517578125,2.049219123327459,28.0,35.029296875,26.598212222593297
1005,1004,139,931.94,461022.2190647482,5352727.599272497,54.0,1982.1438848920864,19702.077591308225,19.9,20.945162084487347,22.866586576165133,20.63,34.327009584361015,159.45709953792903,2.0,2.647482014388489,2.7501338817279097,1.0,1.0935251798561152,0.9846067877763641,2.0,1.8489208633093526,1.1541586374319062,2.0,4.323741007194244,8.863878683947624
1006,1005,133,80987.79999999999,480209.4789473684,1758486.1181267642,4186.0,14031.36090225564,28295.07890539805,20.628270700636943,27.900080943430265,25.179027472303837,25.39127116436572,34.56259607451962,30.57317992070898,6.0,7.120300751879699,6.0865445164959855,1.0,2.300751879699248,7.2655110588000404,3.0,3.7518796992481205,2.189527467485309,19.0,26.924812030075188,22.21643674213824
1007,1006,272,2126445.885,8102212.683088236,22124010.893483516,25395.0,119672.27573529411,295957.5738441591,72.7431435191375,105.73814296914992,146.80409325235198,249.75198579183115,477.36598232572015,600.8734602208824,6.0,7.261029411764706,4.4499956100002,3.0,9.827205882352942,17.945065688651066,6.0,5.205882352941177,2.09943815031396,60.0,54.294117647058826,27.95056723597352
1008,1007,166,42375.075,342311.6019879518,1697851.284944328,1036.5,3791.1626506024095,9579.688103548217,45.022793584356535,81.07001480734573,295.3175693463706,55.44312194159768,142.11133342465394,540.6422104905805,2.0,3.0481927710843375,2.451486200841667,1.0,1.8373493975903614,4.7011336052223855,2.0,3.0602409638554215,2.1197449680240577,15.0,25.789156626506024,25.689712654175555
1009,1008,138,81267.70500000002,597774.0417391305,2019621.6371320288,1498.0,10782.90579710145,36580.32191353201,53.6713027985882,58.430681022630914,23.62736348859307,58.706825214928315,64.54390522478468,29.974053284363954,5.0,6.188405797101449,4.321987115025669,1.0,9.282608695652174,23.57407617697009,5.0,4.702898550724638,2.0801790359845738,34.5,39.94927536231884,25.712141033981585
1010,1009,674,242895.705,1575237.1199999999,5963501.414950155,5392.5,28787.813056379822,96090.06033730142,47.30507429170373,51.526393326922474,35.08652460909073,53.3759126586512,59.41277658649167,44.04406473730132,10.0,14.473293768545995,11.847973305715524,1.0,18.793768545994066,47.4951211043723,7.0,5.813056379821958,1.6751150872429705,61.0,56.10979228486647,25.320585666619664
1011,1010,273,9856.73,28931.761758241762,47874.573679828725,322.0,741.8461538461538,996.1379642857723,41.32203839122486,45.35314739409258,30.300122939539808,46.13702736318409,51.51928293502046,33.96490939719284,2.0,2.7948717948717947,2.0476967158543475,1.0,1.3113553113553114,1.0855582708077516,3.0,3.3663003663003663,2.028627799199176,12.0,20.373626373626372,20.164023191971427
1012,1011,205,9061.39,25975.043219512194,45195.19009695215,287.0,741.4682926829269,1227.5310847146388,34.96103448275862,43.17166938218143,35.22886946838608,40.91498847040737,49.20538650190194,39.55522489578711,2.0,2.7365853658536587,1.862656243947906,1.0,1.1951219512195121,0.7675882843495474,3.0,3.1414634146341465,1.9414184739661124,11.0,18.765853658536585,19.926674527466375
1013,1012,562,1318049.62,4789711.755498221,10863924.80029241,16962.0,72834.20640569396,170302.38271358752,69.76636689219568,85.18354548802758,87.00274288046224,172.05894139802888,276.3961990221878,391.9335160976285,9.0,10.350533807829182,6.0547038092061145,4.5,10.798932384341636,17.613916439398167,6.0,5.049822064056939,2.0188969042066858,53.0,51.84875444839858,27.061761543546538
1014,1013,155,12728.05,46854.95651612904,169525.93444706599,1327.0,2762.1032258064515,4586.967005980157,11.69037296037296,17.677991606289265,16.495164629561977,14.634730635445834,21.85295304660232,21.184615644225246,4.0,4.735483870967742,2.995835679771623,1.0,1.5225806451612902,1.668405739803711,5.0,4.703225806451613,2.1049545559100773,33.0,37.909677419354836,27.40138581715276
1015,1014,221,35913.59,115584.10208144797,222767.19051402845,3473.0,8080.470588235294,15768.670415366323,11.77526327313796,15.866504135926688,14.800023844419089,14.83620889261745,22.746891948194083,22.596962576026385,6.0,7.14027149321267,5.081450930818879,1.0,2.321266968325792,3.3616757490930484,6.0,5.425339366515837,1.8389944133924614,52.0,51.199095022624434,26.167054218043347
1016,1015,247,1739094.79,5107235.840809717,10100189.270688977,30625.0,85838.37246963562,149574.48290364648,50.452797596498485,60.887008045641934,42.00245234873383,63.295799116790384,74.26885990659895,49.412267711987546,24.0,25.234817813765183,14.010504271665171,5.0,12.109311740890687,14.524446532840724,7.0,5.587044534412955,2.038130961219565,74.0,59.10931174089069,27.921933024654948
1017,1016,1232,4281995.115,11103731.62291396,23762164.78537415,116547.0,274258.3474025974,456550.6478343099,33.95924846089134,51.17383188794846,54.9971166071631,43.9518615708119,67.43827330765136,84.54211531291845,67.0,78.34009740259741,51.25729128604416,23.5,40.78814935064935,57.61463130876795,7.0,6.672077922077922,0.9638129499721988,84.0,75.5146103896104,16.161344726651645
1018,1017,104,17589513.354999997,26502348.549615383,36057770.115024544,160601.5,287915.5673076923,406336.2596962007,103.1692247687185,127.36778061563777,119.99392634215351,277.8425671366834,347.76463866421585,239.27498324839053,20.0,21.701923076923077,7.4467427005634015,5.0,14.173076923076923,20.022047220667687,7.0,6.3173076923076925,1.2327601289278607,74.0,69.91346153846153,16.74312528210008
1019,1018,588,400883.385,1392321.715680272,2784224.3917109,6667.0,18362.66156462585,34234.79867716747,65.31266339203215,70.1714903509968,40.64295098560686,243.3705385341946,283.27134118074673,283.4003994389127,3.0,3.413265306122449,2.126564573084058,5.0,9.66156462585034,14.735351422146207,5.0,4.534013605442177,2.076197434872462,40.0,43.243197278911566,26.79215930682281
1020,1019,329,398330.73,3310869.937173252,9423679.139715593,7201.0,38736.00607902736,137529.85131098598,67.03922569027611,91.96454766764812,146.826768249123,127.85750883392227,244.8231093861882,686.757292405295,7.0,8.282674772036474,6.257851469866018,2.0,5.753799392097265,12.139064353831541,5.0,4.887537993920972,1.9975891763841107,49.0,46.57446808510638,26.64882425058872
1021,1020,100,1809563.145,7913120.966300001,51850498.854121715,6015.5,79626.28,668279.9866478588,227.7975120872875,312.12017769587493,255.10427412911793,3137.8709448319587,3043.887885598723,1434.087779345904,1.0,1.65,1.986698189703133,1.0,2.1,4.549392233801096,3.0,3.89,2.2513520068140953,27.0,36.36,28.668259293321093
1022,1021,844,25968.37,54243.51218009479,117398.46191423312,987.5,1853.3803317535544,2984.0497852572485,25.884516990525906,27.889375923521506,15.145846496943154,27.065651860534455,29.438654910236153,16.732923664251665,5.0,5.818720379146919,1.7734245570535183,1.0,1.4632701421800949,1.4341461078318458,4.0,4.387440758293839,2.108646514008786,25.0,29.113744075829384,21.241733597478344
1023,1022,1147,39884.58,378366.2768788143,1738592.8789545002,1208.0,7269.803836094159,32036.36874418111,44.55933425797503,53.456847556395466,43.06147664811991,52.74566428003181,65.34023094135209,76.50028833287705,5.0,7.351351351351352,6.9623398183675835,1.0,1.9415867480383608,4.097959130257713,4.0,4.142981691368788,2.1510480830714687,24.0,33.583260680034876,27.491721720923145
1024,1023,337,8009.06,23994.79246290801,96592.86001393733,353.0,804.9495548961424,1854.198260947329,24.381951219512192,25.364020718041417,14.7301494427596,25.264139194139197,27.33264222100847,20.536353826104904,4.0,4.062314540059347,1.6687707504138398,1.0,1.2640949554896141,0.9720736747036518,4.0,3.7299703264094957,1.9642847508572152,12.0,17.16320474777448,15.791048524672098
1025,1024,178,14468.935000000001,28338.325168539326,35886.71801729511,605.0,1130.247191011236,1492.6322200063566,26.02036200248317,26.123517804380683,8.934475003717065,27.03291666666667,27.149202854584903,9.220517767025235,4.0,4.449438202247191,0.8097043605703843,1.0,1.3202247191011236,0.9289663504613443,4.0,4.134831460674158,2.2052377876881155,15.0,23.921348314606742,20.129930897690336
1026,1025,485,44670.579999999994,154017.57816494844,413939.5854900351,1066.0,3579.921649484536,11487.69115031054,45.04221606045778,51.64976889348195,32.071128532382886,51.78198260869565,57.68187269119526,34.40362785984342,5.0,6.02680412371134,3.3311240584140447,1.0,2.043298969072165,2.2944825672342604,5.0,4.515463917525773,2.0313320654082414,28.0,36.07835051546392,25.99717970560424
1027,1026,2246,61238.115000000005,270239.2617497773,1378952.5943237233,2107.0,6169.152715939448,16723.28763404923,34.962796193842536,43.619786237365005,41.943852974150175,40.38139528911299,50.42510237741926,50.985432814093386,7.0,7.8606411398040965,5.896107986486659,1.0,2.3370436331255564,4.3086827946909985,5.0,4.646037399821906,2.2337360449306525,37.5,41.49243098842386,28.94628595388696
1028,1027,105,2594.13,5774.65761904762,9192.279412219186,143.0,249.15238095238095,369.8791065738282,24.14304054054054,25.17234350829039,13.874458233437235,25.163169014084506,26.34098503012687,14.05657723892436,2.0,2.057142857142857,0.2332286526042725,1.0,1.2285714285714286,0.9014640107277512,3.0,3.1523809523809523,1.8901615334967088,7.0,10.39047619047619,11.462728261375613
1029,1028,227,1613.3,4838.425154185022,11497.058462749465,76.0,225.16299559471366,437.8625020026415,22.01982058545798,26.219939116636844,17.4646906352349,23.401071428571424,28.354014466544246,20.443951166123888,2.0,2.1762114537444934,0.8491316278770644,1.0,1.1101321585903083,0.6319190326875392,2.0,2.3083700440528636,1.5831162515751416,3.0,7.255506607929515,9.705664028461069
1030,1029,170,750480.56,3891579.943941177,11431409.664560558,8841.0,34192.882352941175,67410.77474266409,84.19113585001034,127.71195475048084,157.899045803456,163.82433665519892,407.65749204059813,609.9261835643875,3.0,3.7,2.695273092178253,1.0,2.176470588235294,6.701013736941601,7.0,5.323529411764706,2.2070434350012,65.5,54.65294117647059,29.381244624368662
1031,1030,276,1183962.505,4862461.455108697,12223061.680524202,11088.0,46388.13043478261,145174.11257440073,94.73180810385205,145.74137618650545,220.86394531981972,341.56139072565304,661.133723181134,915.1125233912339,3.0,3.8333333333333335,2.8131724785265826,1.0,1.565217391304348,4.483434595346617,5.0,4.641304347826087,2.254280074907836,46.0,46.072463768115945,30.680082418085217
1032,1031,413,112412.02,350428.47237288137,665006.6853143665,2975.0,6859.518159806295,11921.138901608405,45.22791783380018,51.80997931566903,33.24283387042431,59.485478562148124,69.54783961795434,48.58110487636814,7.0,8.670702179176756,5.274323104862417,1.0,2.4891041162227605,3.222042170556158,6.0,5.450363196125908,1.9056841683032888,49.0,49.30992736077482,26.722973339823625
1033,1032,1258,39846.05,217668.43828298888,859001.2987410408,1575.5,5779.400635930047,14638.499354581405,28.97563999312759,35.90173421869816,64.93039658003887,46.143413816725285,61.26608335133496,137.78514726225245,5.0,6.244038155802862,4.663888275611818,1.0,2.766295707472178,8.879073165866165,5.0,4.906995230524642,1.960654843680345,31.0,37.389507154213035,27.070330944005995
1034,1033,653,7489.360000000001,19265.79869831547,41203.83857282801,297.0,662.7810107197549,1243.2023534166487,26.699999999999996,28.18589038038658,20.53820494907333,27.547871064467767,32.487501533936125,83.30302444454429,3.0,3.8514548238897395,1.3015983083558764,1.0,1.098009188361409,0.6335790487053601,3.0,3.405819295558959,1.9936470752235267,10.0,16.37366003062787,16.700759825874535
1035,1034,218,1664768.8000000003,4234993.464541284,6535446.9756846875,18886.0,77688.37614678899,178395.04382900288,73.46208375328686,115.1132680435602,130.4804856601067,224.4130573269557,379.5500964621418,444.1511411448145,8.0,9.619266055045872,5.2851409315377476,4.0,7.5,13.35245364841907,5.0,4.876146788990826,2.126913303252356,52.0,48.73853211009175,28.069539743819103
1036,1035,953,222070.76,563596.2934627493,2027440.7844502048,9620.0,16460.273871983212,23929.576677224693,25.280546357615897,33.27160600915961,118.36945742058946,66.930764017252,97.4185474839323,256.7809077894198,4.0,4.6715634837355715,2.078854971884129,1.0,4.773347324239245,9.913228738142914,7.0,6.31794333683106,1.2688342301138493,58.0,52.505771248688355,16.14444444400615
1037,1036,224,6475168.655,13290714.895491073,19874443.657357622,94922.0,170737.69642857142,252703.15592391675,68.31545316432849,84.25339769641437,69.35154623352497,414.0760279583227,498.3168059526038,415.9778805722819,11.0,12.549107142857142,9.183104934584494,13.0,23.799107142857142,47.72661119584747,7.0,5.90625,1.6688000173052036,72.0,65.59375,22.324354901068897
1038,1037,344,1571201.3449999997,5324313.046686047,18270704.984946076,32134.5,100989.68313953489,541214.003473501,54.68868302353606,58.05871441775744,33.77979257842009,181.9089094700205,236.29587938978557,347.8094402819076,7.0,8.444767441860465,4.604140164167291,10.0,29.674418604651162,191.56517768860812,6.0,5.627906976744186,1.6923529715289092,66.0,60.17732558139535,23.532013003041612
1039,1038,467,773209.3999999999,3410203.928329765,7161104.061490933,34382.0,94273.77087794432,165535.157272336,28.9556066999434,33.90464612159016,51.19771667178274,107.77828458613631,171.5561380063241,201.92237536512405,11.0,12.993576017130621,8.844748293636888,4.0,14.942184154175589,37.571775058628106,6.0,5.890792291220556,1.4541862072767733,60.0,58.025695931477514,22.0387724886989
1040,1039,120,633286.75,2460239.721,5561482.318297304,23605.0,41302.8,68354.56818647649,32.03640119375518,52.284073557180925,70.80582171977841,123.330659665187,331.80641951128297,949.7311268105958,6.0,6.866666666666666,3.2948478582422585,1.0,3.475,6.640798904050148,7.0,6.241666666666666,1.4201185495154531,63.5,60.291666666666664,19.21107691386603
1041,1040,268,32105.6,2362452.5967910443,30741179.289878823,522.5,40321.66791044776,491369.92301796365,78.82719763922518,85.0463909528531,64.46876223168913,92.64137390074683,127.83784883840936,164.29532027544596,3.0,4.559701492537314,6.419202459043098,1.0,6.630597014925373,79.86309514840626,3.0,3.470149253731343,2.0542831787241385,16.0,24.08955223880597,23.488609937637946
1042,1041,218,6812.945,124645.45096330276,934012.5413287356,519.5,4145.568807339449,14388.04475808584,15.183236202270008,17.413423468575196,13.662006173316671,17.930973684210528,20.95671685995111,18.93312780875468,2.0,4.004587155963303,6.658557230435619,1.0,1.3302752293577982,1.2373231540281528,2.0,2.532110091743119,1.503107732061613,8.0,13.527522935779816,16.175924372960832
1043,1042,389,759.67,47496.30053984576,308590.0018496996,91.0,2242.686375321337,10126.23113804834,12.344615384615384,27.2014971182934,78.19791261642489,12.895714285714284,53.29795783113285,196.83310872182966,1.0,3.442159383033419,8.12022239965707,1.0,1.2005141388174807,1.06533947105524,1.0,2.005141388174807,1.4766129720184336,3.0,9.562982005141388,15.709648599697076
1044,1043,105,3406455.1599999997,7747229.119142857,21145063.090346735,21963.0,51414.94285714286,97701.34778269129,123.27489451018708,158.97170475254973,116.11770609401297,764.1381413994169,1408.1860330851773,1284.9340707144615,4.0,5.6761904761904765,4.635762401190663,1.0,18.314285714285713,64.99975063350306,6.0,5.257142857142857,1.9613014293329043,56.0,53.57142857142857,26.39961288427466
1045,1044,125,512418.13,1295197.9840799998,2871226.178041653,8753.0,28944.392,68272.01957963593,54.8472495697074,75.16641178107345,62.768222201757844,72.36995986174603,94.61484286234672,80.5961087412486,11.0,15.232,13.355037710843954,2.0,4.952,8.834368371090761,6.0,5.28,2.0383421473534353,59.0,54.032,26.142270800002144
1046,1045,641,19607.28,135957.5985803432,570662.9242422833,236.0,1350.5897035881435,4114.515534796449,83.02512605042017,114.1107979865281,139.14699794133583,94.08721649484536,221.59417383742806,373.96727854443867,2.0,2.7613104524180967,2.3980723050048454,1.0,2.7394695787831513,5.338464699069782,3.0,3.21996879875195,2.0819103304477182,9.0,18.17628705148206,22.179279447661816
1047,1046,259,115.19999999999999,1260620.6139382238,11848738.589747563,55.0,37072.19691119691,491093.67372827546,2.685833333333333,10.990366364870544,27.694906215725734,3.228148148148148,14.325635834666496,36.19370815424827,1.0,4.617760617760617,16.27038474566389,1.0,1.9575289575289576,5.461824104862097,1.0,2.2162162162162162,1.808562635294263,3.0,11.517374517374517,20.479586339719216
1048,1047,305,42885.67,559229.8553442623,2644316.495598398,973.0,10202.101639344262,44703.555291242046,60.66640750670241,74.96712561423874,67.3264161970877,81.82605888708807,168.0651302739689,363.5345771316761,3.0,3.501639344262295,2.7387624344092236,1.0,2.2557377049180327,3.6876627791977152,2.0,3.0491803278688523,1.9969238638547964,15.0,25.062295081967214,24.13911275196577
1049,1048,137,70541.74999999999,267238.6525547445,913491.6545212935,1288.0,4683.175182481752,20335.60247263325,55.854921465968594,67.52224307522309,44.76448109313889,71.36297691373026,94.52693205649108,109.83594431818607,3.0,3.8394160583941606,2.051662083181282,1.0,1.6642335766423357,2.055399532732851,3.0,3.0802919708029197,1.9329130490797317,19.0,25.693430656934307,22.446852931455805
1050,1049,117,2464215.0,6000277.17931624,16111128.602858413,46762.0,124303.49572649572,274449.64494026644,53.13993391857998,57.17813455493072,38.35369884535275,153.71772603633988,203.21470021209447,211.4819401709945,11.0,12.94017094017094,7.52042116196202,16.0,33.51282051282051,72.78542097584723,7.0,6.128205128205129,1.6056927903151417,73.0,65.82905982905983,21.475844730000244
1051,1050,189,821424.8200000001,3156171.502486773,10734227.226602184,34532.0,85579.76190476191,171503.74495266494,24.754816938110746,30.3418430698405,21.984474163726976,83.5322685635726,109.94604005219672,141.51759395300783,7.0,9.074074074074074,4.910346741539074,1.0,9.227513227513228,33.17259963667912,7.0,6.671957671957672,0.9666276529643685,70.0,64.67724867724868,15.782314396472632
