,cluster,count,total_paid_median,total_paid_mean,total_paid_std,total_claims_median,total_claims_mean,total_claims_std,paid_per_claim_median,paid_per_claim_mean,paid_per_claim_std,paid_per_beneficiary_median,paid_per_beneficiary_mean,paid_per_beneficiary_std,n_unique_hcpcs_median,n_unique_hcpcs_mean,n_unique_hcpcs_std,n_servicing_npis_median,n_servicing_npis_mean,n_servicing_npis_std,n_years_active_median,n_years_active_mean,n_years_active_std,n_months_active_median,n_months_active_mean,n_months_active_std
304,303,569,85950.11,197140.64590509664,641391.8597424479,1089.0,2168.95079086116,3217.5539968936528,81.13633451957297,86.98294926191662,145.61321539465217,178.4112251655629,201.5315971971498,259.1215494319311,2.0,2.2548330404217927,0.992976398896545,1.0,1.6924428822495607,2.3650840084213214,4.0,4.124780316344464,1.9663277229338099,26.0,31.905096660808436,23.67379825837664
305,304,380,25945.91,189508.56231578946,807313.8175321692,419.5,2724.205263157895,10231.46900782189,72.76403709041493,74.21995237112358,71.09162306880712,83.43693589743589,93.7630181471098,94.9674309464558,2.0,2.3105263157894735,1.4339990530910662,1.0,2.5789473684210527,12.088572808921183,3.0,3.307894736842105,2.0984831283757712,15.5,24.55263157894737,24.144789031666747
306,305,621,32205.47,102943.79479871175,521160.00295358425,396.0,1102.536231884058,3510.6156018463585,84.16264705882352,85.67984435792008,29.45869920761899,205.19767441860466,228.7873344911289,159.99138833143547,1.0,1.1143317230273753,0.6486741411488972,1.0,1.180354267310789,0.9917403423024999,2.0,2.677938808373591,1.740220491069985,10.0,17.209339774557165,18.787297777732842
307,306,241,1012063.13,2988309.7867634855,7655901.814172872,7088.0,15908.062240663901,30086.16061387046,158.05093633622982,184.92225062385182,128.34643653742685,1177.1795008912654,1491.471306862852,1425.6326229665995,3.0,4.1120331950207465,2.0896322480826206,1.0,2.203319502074689,2.8817221011621474,3.0,3.1659751037344397,1.7504297042091097,21.0,25.925311203319502,19.744899721368938
308,307,111,5167.91,15081.36072072072,21276.037437118728,110.0,231.34234234234233,317.6338800195623,62.00124999999999,61.873749368780835,30.087116398986822,67.02837837837838,65.24835270537837,31.70133904705084,2.0,2.036036036036036,0.3282994178802458,1.0,1.1531531531531531,0.5591909447536803,2.0,2.7117117117117115,1.6258557880104392,7.0,11.17117117117117,12.355987782060733
309,308,321,677272.93,3124615.2600311525,15182385.39560744,8494.0,27607.978193146417,83275.08827402347,77.86783385508132,97.72861498986175,75.24984988016537,92.96336620644313,116.71141409401197,89.6013302356096,3.0,3.6386292834890965,1.2350113826458449,1.0,0.9719626168224299,0.44981823951250416,7.0,6.277258566978193,1.5695580464128063,83.0,70.25233644859813,22.886169455294358
310,309,471,8773.75,186424.02295116775,888006.8562334749,195.0,2848.8768577494693,11911.751333162665,47.197789490755746,54.94680866317479,62.89757586145833,49.57911764705882,57.79749547339777,64.231208806972,2.0,2.4394904458598727,1.6834775796186694,1.0,3.2059447983014864,11.660719965598028,2.0,2.9447983014861996,2.1794810800693107,8.0,21.65392781316348,26.30510791889222
311,310,250,10332.79,104692.1774,1262675.4102455862,175.0,1293.52,15107.054845269877,72.01548611111112,70.95565924973207,37.26969018411469,73.99701838521273,75.31801154281231,44.716603498566144,2.0,2.2,1.3171711198762908,1.0,1.612,8.871542881166048,2.0,3.044,1.8783441396153455,8.0,13.204,13.396726208009529
312,311,376,1216047.45,2584117.6612500004,4007334.255626332,19809.5,44560.4414893617,66194.91526902877,52.59398819973772,86.02699104191802,196.13010383741752,1369.71233453818,1453.7746431801668,656.8887384798143,1.0,1.175531914893617,0.6581081848592385,1.0,0.9946808510638298,0.2190242708141584,4.0,4.183510638297872,2.2898837035724138,34.0,42.17553191489362,30.492334113942714
313,312,412,1230706.0999999999,2895273.318276699,4385341.619507616,19030.5,42678.61650485437,69301.17690214857,57.662297722876716,104.06271443916201,206.51551118189684,1376.342891867636,1575.4858378670483,1112.0618937023592,1.0,1.2378640776699028,1.0564243511506202,1.0,0.9150485436893204,0.4833648761310557,5.0,4.320388349514563,2.3808383165796037,41.5,43.29368932038835,31.38085115096794
314,313,359,1484913.3399999999,3274168.876211699,5138322.161590245,2141.0,10214.763231197772,47196.31074342731,683.6388632852729,629.9644682455241,298.76865639082445,705.0466666666666,684.5803982044981,356.5464543074338,2.0,2.5905292479108635,1.8299248995815862,1.0,1.9972144846796658,8.314522062959012,4.0,4.298050139275766,2.2516962166836874,39.0,42.9025069637883,29.214081118478095
315,314,149,370700.82,1357590.4995302013,2783739.637041714,2184.0,8165.5100671140935,16956.8984246536,164.3907640449438,391.43148286114865,1609.6245755888046,1791.2074216524215,1977.6028791519598,1725.917137237858,1.0,1.342281879194631,1.5629658746795039,1.0,1.4630872483221478,3.5669721620021804,2.0,3.1677852348993287,2.255332074080245,12.0,24.63758389261745,26.02525145011861
316,315,146,93791.25,236535.5776027397,534559.1704044451,866.0,2467.2397260273974,7007.732296202427,83.27927574525351,100.75518963158574,91.88920662567288,201.35218775425363,312.76766903348204,392.45639154701047,1.0,1.178082191780822,0.5715668906080017,0.0,0.8698630136986302,2.475434336337594,2.5,2.8219178082191783,1.6003660422103407,17.5,22.102739726027398,18.53448954751553
317,316,105,378298.43999999994,985155.609047619,1509321.729423249,6059.0,19199.742857142857,40348.057642466265,66.50406382160708,103.45292261839938,274.51285062217005,229.464,336.44951315636615,515.8083323263738,3.0,2.980952380952381,1.1349428347257113,1.0,1.7523809523809524,4.6508496998293545,4.0,4.238095238095238,2.2511698220626464,33.0,39.27619047619048,27.99158363827875
318,317,122,433595.75,1445639.831065574,2505255.240377561,3769.0,14029.27049180328,36287.20692904531,118.30746836409718,146.47678139524888,116.21586215903525,133.58775640892878,210.44335987596588,375.8709441025182,1.0,1.4836065573770492,0.8154865358818504,1.0,1.7131147540983607,3.524365034415923,5.0,4.69672131147541,2.359749756526391,49.0,50.27049180327869,30.361741063669058
319,318,376,203407.14,3610067.3039361695,17056063.980593435,1546.5,37569.3164893617,114497.49968883855,98.3580608826148,145.26790899367987,155.18687491724637,194.7817220444277,263.7195580454001,389.9589015057579,1.0,1.5425531914893618,1.3772621623459267,1.0,1.2446808510638299,2.4437617787349173,2.0,3.327127659574468,2.3499011598347983,18.0,31.57712765957447,30.75346108642613
320,319,155,6855.4800000000005,181359.5871612903,1180256.9084009281,201.0,3557.8064516129034,19933.177051135273,46.48666666666666,51.79130840162397,39.78850829969619,126.95333333333335,220.38239128524748,455.3047860467101,1.0,1.5935483870967742,0.998029058952503,1.0,1.9870967741935484,6.303974315136325,1.0,1.8838709677419354,1.5030481527470556,4.0,10.04516129032258,15.546888416074417
321,320,190,882009.93,2577599.9048421057,10806010.268943027,9727.5,21490.063157894736,68645.95299120017,82.95484426064706,124.68576855090137,113.23164129528008,100.14981512004019,150.8327892054112,140.34360536801913,3.0,3.5157894736842104,1.006467528865735,1.0,1.1210526315789473,1.7521200906416414,7.0,6.315789473684211,1.4530621408163509,83.0,70.02105263157895,21.84237856854438
322,321,323,817332.1299999999,4319917.80498452,21416618.70496962,7343.0,24134.065015479875,147344.7519324952,115.67921084314685,223.11758614269087,234.16269732691063,139.1823004491372,273.41322084687323,293.7477966628337,3.0,3.260061919504644,0.8454386173941879,1.0,1.0030959752321982,0.12457261127810286,7.0,6.0092879256965945,1.6967013449951671,81.0,63.585139318885446,26.42664808077026
323,322,211,2962.85,7049.637725118482,42607.025311769175,658.0,1300.3127962085307,4019.822880103913,4.302380952380952,6.57037262103174,6.770450903647974,4.758813953488373,7.4224728858012705,7.329118693050056,3.0,3.829383886255924,1.6645574557095255,1.0,1.966824644549763,5.9123630649648815,4.0,4.180094786729858,2.2500332252618462,22.0,27.511848341232227,21.427476839567998
324,323,402,130342.87000000001,2947848.4155472633,11069936.80399129,756.5,11897.492537313432,37131.94232778039,161.26458196171862,232.65913722912913,318.7093710587351,1208.6250051150712,1995.9285847164722,3181.5048321501713,1.0,1.736318407960199,1.360330155799501,1.0,1.4601990049751243,1.800431635750572,2.0,2.370646766169154,1.8387445786563514,6.0,16.186567164179106,22.17921829880061
325,324,334,1795724.27,5676770.273832335,7898737.079278971,20584.5,69896.77245508983,95940.84245647096,78.24415065409357,99.95363938764123,98.76536365516695,1155.8382701909995,1132.2331393909533,428.1331457038262,1.0,1.1107784431137724,0.5224715967244091,1.0,1.0688622754491017,0.9386850550779274,6.0,4.637724550898204,2.435451793284658,49.5,47.85928143712575,32.7213362277148
326,325,216,1275987.775,5238351.436805555,8035458.475864133,16379.0,67339.18981481482,101529.56455753604,78.31643107501198,93.4955472719528,73.96023777166684,1130.450130286267,1101.868135988919,441.76408325709895,1.0,1.4351851851851851,5.988785097354142,1.0,1.7546296296296295,9.502018236136022,4.0,4.342592592592593,2.461468788353388,40.0,44.49074074074074,32.77406671060331
327,326,712,19204.44,474591.2675000001,2457723.199286681,232.5,4622.550561797752,24386.01900579565,84.74713491048593,107.1253343040565,119.67129283720685,236.36249999999998,416.315140299367,535.4300927465597,1.0,1.3314606741573034,0.9705764674576914,1.0,1.5070224719101124,3.4620638234901513,1.0,2.205056179775281,1.7341047446665856,4.0,13.945224719101123,20.1927722292173
328,327,267,54135.76999999999,218368.7832209738,402420.2949189867,2208.0,8279.977528089888,16201.803927441306,25.233258128732583,34.276638166875905,30.804297809844236,128.322,162.5697285373824,125.34216524243563,2.0,1.5430711610486891,0.5065535979031708,1.0,0.9662921348314607,0.25053798665562826,2.0,2.6928838951310863,1.7285924555679462,14.0,20.49438202247191,19.917002746268416
329,328,1001,269073.06999999995,2034832.364145854,7312943.117301368,3178.0,20532.316683316683,57331.429458462066,80.52776432806324,112.93648544590816,119.47375075091925,231.32342857142856,389.00700551023954,502.85292018553207,1.0,1.6223776223776223,1.464670181733316,1.0,2.5274725274725274,9.448782699665154,3.0,3.808191808191808,2.331774608999092,24.0,35.71228771228771,30.29467178995565
330,329,193,822160.78,2483291.2279274613,6182578.428890009,3390.0,11595.005181347151,29585.575600263903,205.56380597014928,269.7327668195401,213.53902846328455,2106.714436619718,2109.4625965054634,2023.689308225406,1.0,1.7098445595854923,1.70439275497534,1.0,1.150259067357513,1.6340174274982113,3.0,3.471502590673575,2.09425462109124,22.0,30.202072538860104,25.99289958845576
331,330,112,0.0,194502.58151785712,998085.9824090191,230.5,4246.205357142857,13791.943519915805,0.0,38.25126297329585,93.82705744996011,0.0,89.58789146820614,235.67967285840578,2.0,4.446428571428571,5.799719293788611,1.0,2.3839285714285716,10.045164257881728,2.0,2.705357142857143,2.108064279483669,5.5,17.214285714285715,24.723490151088402
332,331,770,0.0,187228.29406493506,1441714.014747582,95.5,5295.133766233766,53907.537657940724,0.0,38.457305905329406,560.3206185168601,0.0,71.49778704192154,705.8639345186878,2.0,3.757142857142857,10.028151902406865,1.0,1.312987012987013,2.9263988641202854,1.0,1.9701298701298702,1.5785925596738657,3.0,9.988311688311688,17.603526024217295
333,332,258,1182.7800000000002,4283.625348837209,17506.015328312616,24.0,131.34883720930233,556.1838028801193,57.40271084337349,58.05981779879414,34.1925621586164,62.71026785714285,61.70163493042929,35.60439088535581,1.0,1.4108527131782946,1.1940996517134488,1.0,1.058139534883721,0.2798547912572992,1.0,1.4689922480620154,0.9547178326696832,1.0,3.364341085271318,5.672567593691414
334,333,407,37177.130000000005,86881.74427518428,283338.1611309391,754.0,1558.5896805896805,3485.824687207105,45.46374252690315,53.80619222572721,35.71920993234737,90.93718706047821,101.53525568006361,63.4485820162823,3.0,3.2825552825552826,1.0249427984833588,1.0,1.5307125307125307,3.2344231078823187,3.0,3.7125307125307123,2.033806698802479,15.0,20.766584766584767,17.806349226896813
335,334,376,94812.15,3352698.8709840425,23021183.244375847,2457.0,35742.03457446808,201930.7656728483,43.13466850049112,76.39529050208765,130.5116699855559,116.4485328680432,195.48256544641436,351.4250765719674,2.0,3.6622340425531914,3.142017917794977,1.0,0.9867021276595744,0.9478867873866166,4.0,3.984042553191489,2.2449375672501586,22.0,34.34308510638298,30.37756812830926
336,335,251,479878.66000000003,4631361.3894422315,22218599.896782722,21384.0,116313.93625498009,492484.11539218185,23.04171975611146,41.06870995857206,55.166394009280076,107.06607692307692,179.854262202338,245.7059110610914,4.0,4.788844621513944,2.401506831087717,1.0,1.3386454183266931,5.290071885879143,4.0,3.99203187250996,2.2306806707774363,33.0,39.50199203187251,29.03162062331237
337,336,480,6158.405000000001,186505.80029166664,1347956.10573046,76.5,2525.983333333333,17908.377460769152,76.22552960222016,86.57245214209796,53.15083004010958,156.23125,197.3379814412511,173.20994951628973,1.0,1.43125,1.5931293308197298,1.0,2.7708333333333335,10.36240914616178,1.0,2.2125,1.726814799802905,2.0,8.975,17.117651342222846
338,337,182,3433.4750000000004,15719.079395604396,44153.054421260014,74.5,373.0934065934066,977.7524385068083,47.99341253791708,51.25572144258065,31.085620109314384,50.43060169338857,57.5331397297177,44.14335480629573,2.0,2.642857142857143,2.8515632179751695,1.0,1.2307692307692308,0.8741458097637845,2.0,2.302197802197802,1.5598185205374744,4.0,8.604395604395604,12.735194303271545
339,338,531,61402.1,495626.6971563088,1884865.262310507,1260.0,7108.207156308851,21421.475277544254,49.921293451899764,58.02831492772746,107.51915762585963,150.40731034482758,180.02107227627954,220.32300123734478,2.0,2.007532956685499,2.169240310536197,1.0,1.4557438794726931,2.6831796053666945,4.0,4.094161958568738,2.2433515619099236,24.0,32.421845574387945,26.213042504489003
340,339,389,946105.1400000001,2413188.313650386,4148544.833152719,11422.0,25584.69151670951,40587.5072747234,85.23521777102715,90.99338950050516,51.203056034565904,166.1179243259804,233.13482414047948,284.33527478954795,8.0,8.902313624678664,5.975527392878013,5.0,10.889460154241645,20.55143451903764,5.0,5.038560411311054,1.8957505340079905,52.0,52.203084832904885,25.35454555203074
341,340,1414,32049.309999999998,102464.15819660538,357269.55860165344,393.5,1088.1676096181047,2434.643590360876,84.97752739001908,86.97718965716325,34.44432113021182,206.78034574468086,226.59839349778284,121.70207957632822,1.0,1.1216407355021216,0.683998585343088,1.0,1.2376237623762376,1.4021917975489608,2.0,2.712871287128713,1.812011848035184,10.0,17.611032531824613,19.51325729126244
342,341,600,55383.185,178324.35386666664,730689.9623078147,674.5,1824.8833333333334,3601.474771155235,84.11110454035024,86.18410910745484,34.77969757275679,218.23372755536113,243.91425175953134,202.05966842692266,1.0,1.585,1.017103320845752,1.0,1.485,1.7734194919676403,2.0,3.026666666666667,1.9439445524312404,15.0,21.733333333333334,21.206014413393625
343,342,278,33297.925,167194.86521582733,896877.326495276,391.0,1657.820143884892,5597.633609418962,85.67595258136924,85.3839092894283,35.18542977793348,205.81694115206494,224.18403564028813,132.87440453049888,1.0,1.29136690647482,0.8398884242890025,1.0,1.39568345323741,2.1600865908434854,2.0,2.838129496402878,1.9355274538704932,10.0,19.640287769784173,22.864696099330125
344,343,275,1396.0,4643.727345454546,10985.16731470169,71.0,276.83272727272725,560.7241808181755,17.43441176470588,25.371247787297623,19.927650306034806,18.348166666666668,27.182551692112657,21.897228143938893,1.0,1.5418181818181818,1.3211766085785321,1.0,1.0036363636363637,0.06030226891555296,2.0,2.6254545454545455,1.952372520938972,4.0,11.49090909090909,15.892513877474503
345,344,125,166873.71999999997,298210.26784000004,522039.8271522469,2131.0,3136.184,3390.458129630005,85.48685344827587,88.79077978013076,31.647089443891755,239.05076467101364,250.01607542284066,164.3209127911163,2.0,2.16,0.4472135954999583,1.0,1.632,1.6487336293789736,4.0,4.224,2.097863736772367,30.0,37.344,26.343605455349064
346,345,245,210453.72999999998,293063.3373469388,303454.1944749509,2540.0,3459.877551020408,3484.529403703269,85.14841201716739,86.79818440536064,28.587673041455886,238.4056492411467,250.6919799883755,109.67345046281126,2.0,2.3183673469387753,0.6375135708577269,1.0,1.763265306122449,1.607193597949981,4.0,4.1755102040816325,1.997388726895665,33.0,37.289795918367346,24.886827815707488
347,346,347,7903.36,184356.020518732,861194.2964597628,243.0,4208.835734870317,22962.6171714618,41.700831288343565,61.795047344578265,136.36793922575407,53.17378289473684,90.12421257686128,173.12436110537016,2.0,2.360230547550432,2.464763927513244,1.0,1.4005763688760806,1.3804161690543788,1.0,2.037463976945245,1.526748943384714,5.0,11.945244956772335,16.95317928937985
348,347,385,191737.61000000002,4295955.823714286,32004665.13509983,3510.0,143697.412987013,1597080.1867260763,59.96906976744186,97.3210354265645,181.37468071785557,92.28959957476967,152.47544992897596,236.20339647914093,4.0,10.524675324675325,14.288509331548562,1.0,1.683116883116883,4.346736161735642,3.0,3.620779220779221,2.2711011498611007,21.0,30.532467532467532,28.069103907247243
349,348,218,69554.26500000001,508845.3692201835,1027442.4558051538,644.5,3270.7844036697247,6349.337062120674,108.6637717800543,135.06182880576225,136.67242568340816,176.37792567264015,216.5927349977783,176.45028895945,4.0,5.362385321100917,4.039192532137202,1.0,1.0642201834862386,0.5882917448870679,4.0,4.146788990825688,2.196879597175625,15.0,26.527522935779817,25.961362186040446
350,349,393,54415.85,1263029.411475827,7167107.703372638,941.0,14387.521628498727,73317.65879756586,71.69884615384616,96.15218513758448,98.17607748795,86.7572,116.27678139971788,114.05014759020077,4.0,8.078880407124682,10.347107787185797,1.0,1.089058524173028,0.5973644318364856,4.0,4.1603053435114505,2.3630341763868765,26.0,34.00254452926209,30.540663653005268
351,350,109,539948.1,1983501.9899999998,3745717.675098953,13872.0,32393.605504587154,63371.91898508511,43.700831766159794,79.9879955441683,121.87115011827542,79.21104825291181,467.91730150750163,1603.9478408175087,7.0,14.009174311926605,13.335760482449432,3.0,5.412844036697248,6.233438812497794,4.0,4.220183486238532,2.0609140284562426,31.0,36.6605504587156,23.656187109994676
352,351,434,202604.025,2667287.752903226,13843925.034071984,3668.0,24240.483870967742,58772.91703375614,52.80911604620787,86.62521629499483,140.2161371504499,68.16589116273116,120.44342118275102,233.43642535684998,4.0,11.451612903225806,15.501134866519953,2.0,5.435483870967742,12.964215587263382,4.0,4.050691244239632,2.272887081964182,30.0,37.1036866359447,29.77329018681385
353,352,153,1457.12,44549.83281045752,158690.9560934424,56.0,1907.797385620915,6741.149817352611,30.333333333333332,36.21019926580875,28.003983213177612,32.25931122448979,37.80838597522306,28.90826055821005,1.0,2.9215686274509802,4.048276780513018,1.0,1.2222222222222223,0.8827455840058723,2.0,2.7516339869281046,2.1802976793126767,3.0,14.019607843137255,22.91932951974542
354,353,174,1127.73,10614.401264367818,51756.55178583068,28.0,197.58045977011494,747.4706728585426,51.686190476190475,55.649750244505746,43.40722368099106,56.12713765182187,60.429156892629244,46.63027861022603,1.0,1.5862068965517242,1.634538517453434,1.0,1.1264367816091954,0.7573088602764202,1.0,1.5229885057471264,1.1106630992782307,1.0,3.9942528735632186,7.164053754794231
355,354,198,1335.0449999999998,85237.49116161616,586623.9758021047,27.0,1735.6919191919192,15125.997757618776,50.753,57.71295360474524,42.009258196914764,58.494764150943396,84.98033986105106,264.7742705901388,1.0,1.6414141414141414,1.5731574574694998,1.0,2.0,8.782770396495826,1.0,1.6515151515151516,1.198464638450792,2.0,5.429292929292929,11.365302549232199
356,355,653,9754.150000000001,27746.982542113325,53686.4504345409,527.0,1326.9555895865237,2296.2429055205635,21.61056793673616,21.258236067913433,8.04956307694263,42.71051020408163,45.612883407678744,21.667856336395477,1.0,1.0781010719754978,0.41633966881638607,1.0,1.2327718223583461,0.73749148170346,3.0,3.6049004594180705,2.220948893035419,16.0,25.16845329249617,25.177208450595984
357,356,611,6646.469999999999,22539.26590834697,39036.74737447269,355.0,1088.0949263502455,1934.940789746981,21.16004894762604,20.9354990772364,8.018342310575383,42.92780234070221,45.756465443131745,24.13944473011952,1.0,1.0785597381342062,0.45848848702773676,1.0,1.227495908346972,0.7632738682373854,3.0,3.237315875613748,2.099410220864142,11.0,21.378068739770868,24.008457052351574
358,357,209,8232.54,38312.3190430622,83960.03928005527,195.0,591.3014354066986,1115.196778965595,67.82311557788945,64.85676222905259,28.92007003226857,135.03166666666667,148.43999906473576,87.23162342400184,1.0,1.0813397129186604,0.5616648709947359,1.0,0.9952153110047847,0.38602520413307745,2.0,2.22488038277512,1.60292794299389,6.0,12.392344497607656,15.92920451548463
359,358,589,10248.0,35715.69188455009,68663.26294126744,183.0,546.572156196944,959.552216450023,67.81944444444444,65.295706549404,24.869922938380732,142.50967889908256,151.36344845574376,80.17377422957368,1.0,1.0186757215619695,0.1690035173667817,1.0,1.0237691001697793,0.5045157181494998,2.0,2.196943972835314,1.5677199197738168,5.0,12.130730050933787,15.901425394226784
360,359,200,39897.265,421456.05395000003,1797075.2953399918,599.5,3823.19,9588.86399619829,59.66673113623894,73.93657013477869,57.37811911693343,64.35252408919887,129.95879789828103,204.13009886783644,4.0,4.64,2.600811624383364,1.0,4.08,9.41097402827168,4.0,3.75,2.0514733031574743,16.0,24.305,22.843403432982804
361,360,219,47686.659999999996,902467.8723287671,2588323.400781951,487.0,7803.525114155251,23776.40837517287,92.79512544802867,104.88711157589607,62.59806106546474,123.53099999999999,222.36797446218551,232.55485910319405,4.0,4.657534246575342,3.82849951953366,1.0,6.392694063926941,14.67698509001693,3.0,3.6666666666666665,2.279411909777224,12.0,24.41552511415525,26.660556304254946
362,361,507,11185.4,158637.33076923082,1069084.8464989439,111.0,1162.0473372781064,7779.678353144633,104.50791666666667,148.41118532208836,225.2402430095774,169.26239999999999,277.5303213178009,358.1427374443423,1.0,2.331360946745562,3.992664063752617,1.0,2.534516765285996,5.494184125307576,2.0,2.660749506903353,1.9467460005067025,4.0,11.550295857988166,17.24397514397569
363,362,164,3623.29,16484.24097560976,32436.95414487943,94.5,538.2926829268292,979.8694102024133,41.93764492753623,48.82739006849052,35.48843886063096,45.18589743589743,50.42987647758203,35.92090877763556,2.0,2.908536585365854,2.7532780783218045,1.0,0.9939024390243902,0.07808688094430308,2.0,2.5853658536585367,1.9594115775815486,5.0,14.140243902439025,19.253200576929636
364,363,156,3428.545,6243.80326923077,10486.063003865916,279.0,598.0064102564103,975.4787906081734,13.3004412195837,17.190054600366626,14.91615235979555,14.090716967649731,18.502479428112704,15.379559858909388,3.0,2.967948717948718,1.1326239691167137,1.0,1.5384615384615385,3.69373421574641,3.0,3.2243589743589745,2.043317094267405,10.5,17.487179487179485,17.54091518541064
365,364,210,1724532.2650000001,6207494.229380953,19177464.80006263,3814.5,18283.7,58048.750183830634,381.26244262712055,1215.3266364161088,2587.287599756994,4286.037633225056,5520.54382615676,4576.2722150564105,1.0,1.5142857142857142,1.031691932378852,1.0,1.7571428571428571,2.4225952766054517,3.5,3.8095238095238093,2.1098776040839646,24.0,30.88095238095238,26.508283783309643
366,365,377,432742.8,3309779.5527055706,26847916.129327554,543.0,5275.3978779840845,34999.333481051726,1352.769186746988,1679.4149345770031,1723.5556935429895,4207.602162162162,4322.954960476094,2269.9044167498987,1.0,1.1724137931034482,0.6559731755516267,1.0,1.1273209549071619,0.76819869812379,2.0,2.7453580901856762,1.6897330588765118,8.0,16.47214854111406,18.48388872629243
367,366,222,1716159.1099999999,7364169.364864865,17308235.8267947,4455.5,24432.756756756757,56170.03490327906,241.29711713407312,463.7505843442287,788.8252221829805,2429.8370414201186,2467.696572726509,1813.3650859766578,2.0,2.4504504504504503,1.7293774609700194,1.0,1.4144144144144144,2.1355362947975416,4.0,3.599099099099099,1.9464782211080744,27.0,30.684684684684683,23.732285885245872
368,367,113,135287.68000000002,1569479.5882300886,5995880.082286582,2428.0,6883.008849557522,16055.660834430892,57.0278037212696,88.79344911245946,97.54799283278966,62.146064432572445,376.1790935865073,1482.1003940363396,3.0,2.734513274336283,0.7907692809067574,1.0,1.0265486725663717,0.20959897896895704,5.0,5.017699115044247,2.0873013202499218,50.0,49.07079646017699,27.93446310248818
369,368,157,7157.339999999999,24995.797770700636,48178.51210374593,186.0,569.7261146496816,992.7826640789531,38.95421176470588,41.82108211539998,20.1236794612604,40.77968792401629,48.535099645656445,33.84102213461857,2.0,2.159235668789809,0.6554461598508077,1.0,1.4458598726114649,1.6345426101331844,2.0,2.961783439490446,1.9410721010613852,6.0,12.872611464968152,14.653137458145387
370,369,375,575.3199999999999,37096.12522666666,481648.7061550457,99.0,1884.5493333333334,10949.555297887222,6.375840707964602,9.576964479678788,17.37086534402405,7.067142857142857,10.698541163279176,18.262999873180846,1.0,1.3626666666666667,3.505029744750581,1.0,2.002666666666667,4.742852019227695,2.0,2.6213333333333333,1.9028752051424231,5.0,13.525333333333334,19.309158651871336
371,370,244,7535.22,1188320.7352049183,5186726.10120302,464.5,69719.35245901639,298614.1350074468,12.43083770759278,31.161844915846977,40.328731751093635,63.379562569213725,156.67847655764103,206.5951666787675,1.0,1.6598360655737705,1.6060154325917122,1.0,1.5901639344262295,4.138058029178709,1.0,2.209016393442623,1.7265062177399604,5.0,14.790983606557377,21.52865256659283
372,371,123,277058.65,801602.1501626016,3483889.3350083176,11470.0,13872.008130081302,11410.579340111635,22.127583734314555,51.45242324750575,158.94591903612238,36.4255650482152,73.7392699497059,207.15827639002586,10.0,9.585365853658537,3.79587098639849,1.0,1.3252032520325203,2.309978124086858,7.0,6.162601626016261,1.7572985216222343,68.0,58.853658536585364,23.273034747137373
373,372,122,11947.279999999999,50040.446147540984,107984.3221356937,369.5,1260.3934426229507,2742.7065282530575,35.238980783602,51.351171986913016,90.80157865886125,96.56207142857141,127.27793643410934,135.5845732465673,2.0,2.221311475409836,0.7217093469812615,1.0,1.2622950819672132,1.6753106468493162,3.0,3.1311475409836067,1.8980234158573117,6.5,13.180327868852459,16.22314253190861
374,373,341,2050.56,54196.735659824044,791163.0257875249,60.0,369.5425219941349,2550.958735936607,44.19432258064516,56.21455479778159,45.858791010542106,56.8276119402985,80.62680347038574,221.08825954290148,1.0,1.4721407624633431,0.813462709733924,1.0,1.0733137829912023,0.523470195300835,1.0,2.029325513196481,1.4710008046425198,3.0,6.774193548387097,10.074372393709432
375,374,406,305159.27,1320422.7554187193,6230312.061204753,14332.0,38272.268472906406,66891.52398607464,20.49793331026485,29.31940940016756,29.963362300907352,62.608693290369175,105.59196598358497,189.33599784024085,5.0,7.701970443349754,5.557985784824344,1.0,2.6330049261083746,4.806969665795373,7.0,5.889162561576355,1.8012425856948973,61.0,53.36945812807882,24.007436156673656
376,375,523,10661.100000000002,31720.48988527725,54952.40674698785,594.0,1567.6653919694072,2465.466808380367,19.63784466019418,19.444578520691486,8.116894012447831,39.204470588235296,41.38591683637361,19.925111911228495,1.0,1.344168260038241,0.6343454000596611,1.0,1.2963671128107075,0.8743504403591381,3.0,3.7323135755258128,2.2268493543739982,16.0,27.37093690248566,27.413326954501567
377,376,343,14187.21,36877.21358600583,59087.47552405415,688.0,1676.1720116618076,2536.8487721083616,21.430185185185184,21.345100926220354,8.226085140548598,42.50244413407821,45.90237089422825,24.552881600941546,1.0,1.346938775510204,0.6437151982628022,1.0,1.3061224489795917,0.9533829315664221,3.0,3.8221574344023326,2.24399888689404,19.0,28.41399416909621,26.577659177085128
378,377,746,36850.07000000001,309276.0379624665,962572.8349986767,616.5,5942.581769436997,17764.895089254842,78.6901063095215,100.62976050992172,119.85081143180449,95.94079665071769,134.93854325050907,176.1145136400396,2.0,5.254691689008043,8.230374956114716,1.0,1.7989276139410189,2.703673648471247,2.0,2.859249329758713,1.9552789257158538,12.0,21.41823056300268,23.082853744697964
379,378,193,1692.81,7441.738082901554,22071.537446297047,45.0,205.81865284974094,519.1496083984453,43.024375000000006,45.26606027900266,27.88555957248302,48.9453125,50.46278001835708,30.94964210090034,1.0,1.2538860103626943,1.0372228181247694,1.0,1.0932642487046633,0.9023154345075807,2.0,2.093264248704663,1.4148049842118182,3.0,7.606217616580311,11.64806684132163
