,billing_npi,changepoint_month,changepoint_idx,type,direction,mean_before,mean_after,pct_change,std_before,std_after,is_covid_period
35,1750504064,2024-10,81,mean_shift,decrease,14702949.348333335,6733721.849999999,-0.5420155718101656,3127106.1994749815,9522920.765519047,False
36,1417099789,2018-07,6,trend_break,decrease,30575346.05,15591415.988333335,-0.4900657554999668,1511183.1557902244,945115.2233820631,False
37,1417099789,2024-10,81,variance_shift,decrease,13400501.221666666,7160094.716666668,-0.4656845592394485,848786.8235153676,5026956.630951924,False
38,1073055208,2020-03,26,trend_break,increase,11733875.918333331,14891511.691666668,0.2691042410291292,906325.5050149439,1160753.6096180272,True
39,1073055208,2023-03,62,variance_shift,increase,16049017.006666666,19601051.935,0.2213241425850329,733050.2713641083,2168866.2009932376,False
40,1376554592,2020-01,24,mean_shift,increase,2758912.0466666664,13465541.106666667,3.8807431621214357,1533514.4757163706,1301767.6373540156,False
41,1518096411,2022-07,54,mean_shift,decrease,17773064.580000002,7385521.408333334,-0.5844542523834166,680296.4978540258,115873.9876763116,False
42,1518096411,2023-07,66,mean_shift,increase,7323172.38,14264531.94,0.9478623743661011,282029.3822114553,589646.4814488334,False
43,1518096411,2024-10,81,mean_shift,decrease,15830871.958333334,6148607.510000001,-0.6116065162940062,2147735.0811679806,8695444.130352065,False
44,1700090834,2024-10,81,mean_shift,decrease,10730856.718333334,352895.5366666667,-0.9671139457053114,6104091.082547308,472748.30413918674,False
45,1780816991,2019-08,19,variance_shift,increase,7599420.874999999,11167626.601666667,0.46953653250139255,374750.2018471112,1227822.3390209372,False
46,1780816991,2022-08,55,trend_break,increase,13451476.308333332,16474094.051666668,0.2247052794837521,922804.9571027115,1057594.2160626268,False
47,1275657553,2019-07,18,variance_shift,increase,8268658.963333334,10884860.968333332,0.3163997954929581,482877.1681775845,1412779.7708121256,False
48,1275657553,2022-10,57,variance_shift,increase,14381821.823333332,16380526.921666667,0.13897440274850711,328505.11971165583,737830.1238805599,False
49,1134250475,2022-07,54,mean_shift,decrease,17040912.393333334,3267103.5666666664,-0.8082788355894832,696216.786624458,57718.13945562085,False
50,1134250475,2023-07,66,mean_shift,increase,3138098.0500000003,14077498.094999999,3.4859968906951497,130426.50767426407,336246.39930923714,False
51,1134250475,2024-10,81,mean_shift,decrease,14588567.90333333,5954785.676666667,-0.5918183528277197,2407622.082457862,8421338.66496805,False
52,1376097303,2019-04,15,mean_shift,increase,1298481.91,2926139.2433333336,1.2535079008779417,522510.72668652283,303236.25476939953,False
53,1376097303,2021-04,39,trend_break,increase,7441311.031666666,11042643.118333332,0.48396473031978265,525123.2100206984,401648.6078401272,True
54,1578778726,2020-03,26,variance_shift,decrease,13243364.856666667,9275621.783333333,-0.29960233794628754,748869.7333540731,2110298.9338264694,True
55,1578778726,2020-06,29,variance_shift,increase,10290435.151666665,11135675.566666666,0.08213845212007594,3017878.8891417254,749215.9537246281,True
56,1578778726,2021-03,38,trend_break,increase,10953306.713333333,13347245.073333332,0.21855850681928476,546336.7279755812,273452.2114957197,True
57,1578778726,2024-10,81,variance_shift,decrease,14124045.395000001,10381119.326666666,-0.2650038260042756,616860.7591395093,3921325.5213697376,False
58,1083783013,2018-10,9,trend_break,decrease,11198135.796666667,5968140.308333333,-0.46704162043557934,2713292.3438325664,2550661.4661863395,False
59,1083783013,2019-10,21,mean_shift,increase,3459139.206666667,17768049.761666667,4.136552390669577,702179.9162724369,1303990.256581002,False
60,1326168840,2024-10,81,variance_shift,decrease,14432708.258333333,7517237.11,-0.4791527012499483,1571624.809458391,5462953.562836375,False
61,1659402303,2024-04,75,mean_shift,decrease,12658146.265,559.0966666666667,-0.9999558310785828,930102.5743938985,1250.1781536602075,False
62,1659402303,2024-07,78,mean_shift,decrease,6192799.491666666,0.0,-0.9999999999998385,6215905.186888815,1e-06,False
63,1184703415,2018-08,7,mean_shift,increase,7793354.551666667,13223218.173333332,0.6967299621322568,950914.8414778113,1439762.4504426026,False
64,1184703415,2024-10,81,variance_shift,decrease,12109884.948333332,6877493.746666667,-0.43207604564289115,628019.3813438494,5062533.95568297,False
65,1720145378,2020-07,30,variance_shift,increase,7910446.598333334,11401556.906666666,0.4413291038546976,426859.0698854115,1565110.7549652234,True
66,1194934471,2024-10,81,mean_shift,decrease,17983684.968333334,584876.9133333332,-0.967477359931283,2078247.3735472301,827014.5488161294,False
67,1396049987,2019-10,21,mean_shift,increase,0.0,28909.338333333337,28909338333.33334,1e-06,6908.292242047269,False
68,1396049987,2021-01,36,mean_shift,increase,221955.91,3383833.4,14.245520608060195,266912.8996188099,2161105.4258372136,True
69,1518098359,2019-07,18,trend_break,increase,19775920.45,21548656.84,0.08964115700616662,744214.1153231114,415849.3547407983,False
70,1518098359,2022-01,48,mean_shift,decrease,24544490.433333334,0.0,-0.9999999999999594,3115051.2043537414,1e-06,False
71,1518049485,2019-01,12,trend_break,increase,8960972.926666668,11561237.923333334,0.29017663795505194,775684.7652551184,469716.2146404123,False
72,1518049485,2024-08,79,variance_shift,decrease,11804821.751666665,8600723.81,-0.27142281425926845,323504.7201127017,3033676.0870568957,False
