,n_nodes,n_edges,n_providers,n_hcpcs,n_connected_components,largest_component_size,avg_provider_degree,avg_hcpcs_degree,density,top_hub_codes
0,10314,444995,3000,7314,2,10312,148.33166666666668,60.84153677878042,0.008367061902908238,"[('99213', 0.1223), ('99214', 0.1168), ('96372', 0.1065), ('99212', 0.106), ('99215', 0.0952), ('90471', 0.093), ('83036', 0.0914), ('81025', 0.0909), ('36415', 0.0903), ('90791', 0.0893)]"
