,dimension,n_features,n_finite,mean_lifetime,median_lifetime,max_lifetime,std_lifetime,total_persistence,persistence_entropy
0,0,4993,4984,0.20604897188595375,0.092060636729002,7.673015594482422,0.45239009712802797,1026.9480758795935,11.039545242600127
1,1,3190,3188,0.02316185085782419,0.008622691035270691,0.8221665024757385,0.052373481452374276,73.83998053474352,10.170146245690884
